,playlist_id,playlist_name,position,album_name,album_id,album_release_date,album_artists,album_artists_ids,album_artists_genres,album_artists_popularity,album_artists_followers,track_name,track_id,track_popularity,track_artists,track_artists_ids,track_artists_genres,track_artists_popularity,track_explicit,track_artists_followers,danceability,energy,key,speechiness,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,album_artist,release_date_datetime,release_year,chart_year,main_genre
155,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,66,Greatest Hits,1Gtf2hZQlOGVER16uemmzR,1988-11-29,['Journey'],['0rvjqX7ttXeg3mTy8Xscbt'],"[['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']]",[76],[4048851],Don't Stop Believin',5ehcf6UL1TkwozB386cRAp,58,['Journey'],['0rvjqX7ttXeg3mTy8Xscbt'],"[['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']]",[76],False,[4048851],0.494,0.805,4,0.0422,-7.087,1,0.256,0.0,0.356,0.465,119.026,249093,4,Journey,1988-11-29,1988,2021,Rock
156,1EEazdcjH0keT4sttGvH8c,Billboard 200 Top Albums 2020,71,Greatest Hits,1Gtf2hZQlOGVER16uemmzR,1988-11-29,['Journey'],['0rvjqX7ttXeg3mTy8Xscbt'],"[['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']]",[76],[4048851],Don't Stop Believin',5ehcf6UL1TkwozB386cRAp,58,['Journey'],['0rvjqX7ttXeg3mTy8Xscbt'],"[['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']]",[76],False,[4048851],0.494,0.805,4,0.0422,-7.087,1,0.256,0.0,0.356,0.465,119.026,249093,4,Journey,1988-11-29,1988,2020,Rock
157,0n3V7u9sMRV7sCDMhWxDtL,Billboard 200 Top Albums 2019,70,Greatest Hits,1Gtf2hZQlOGVER16uemmzR,1988-11-29,['Journey'],['0rvjqX7ttXeg3mTy8Xscbt'],"[['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']]",[76],[4048851],Don't Stop Believin',5ehcf6UL1TkwozB386cRAp,58,['Journey'],['0rvjqX7ttXeg3mTy8Xscbt'],"[['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']]",[76],False,[4048851],0.494,0.805,4,0.0422,-7.087,1,0.256,0.0,0.356,0.465,119.026,249093,4,Journey,1988-11-29,1988,2019,Rock
158,34KSLHLGSNqeK6UfxKnLuM,Billboard 200 Top Albums 2018,90,Greatest Hits,1Gtf2hZQlOGVER16uemmzR,1988-11-29,['Journey'],['0rvjqX7ttXeg3mTy8Xscbt'],"[['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']]",[76],[4048851],Don't Stop Believin',5ehcf6UL1TkwozB386cRAp,58,['Journey'],['0rvjqX7ttXeg3mTy8Xscbt'],"[['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']]",[76],False,[4048851],0.494,0.805,4,0.0422,-7.087,1,0.256,0.0,0.356,0.465,119.026,249093,4,Journey,1988-11-29,1988,2018,Rock
159,1N9WQ0C6m7n1TVeLXdUoNb,Billboard 200 Top Albums 2017,92,Greatest Hits,1Gtf2hZQlOGVER16uemmzR,1988-11-29,['Journey'],['0rvjqX7ttXeg3mTy8Xscbt'],"[['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']]",[76],[4048851],Don't Stop Believin',5ehcf6UL1TkwozB386cRAp,58,['Journey'],['0rvjqX7ttXeg3mTy8Xscbt'],"[['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']]",[76],False,[4048851],0.494,0.805,4,0.0422,-7.087,1,0.256,0.0,0.356,0.465,119.026,249093,4,Journey,1988-11-29,1988,2017,Rock
160,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,67,Stoney (Deluxe),5s0rmjP8XOPhP6HhqOhuyC,2016-12-09,['Post Malone'],['246dkjvS1zLTtiykXe5h60'],"[['dfw rap', 'melodic rap', 'rap']]",[92],[35612420],Congratulations,3a1lNhkSLSkpJE4MSHpDu9,83,"['Post Malone', 'Quavo']",['246dkjvS1zLTtiykXe5h60'],"[['dfw rap', 'melodic rap', 'rap']]",[92],True,[35612420],0.63,0.804,6,0.0363,-4.183,1,0.215,0.0,0.253,0.492,123.146,220293,4,Post Malone,2016-12-09,2016,2021,Hip-hop
161,1EEazdcjH0keT4sttGvH8c,Billboard 200 Top Albums 2020,45,Stoney (Deluxe),5s0rmjP8XOPhP6HhqOhuyC,2016-12-09,['Post Malone'],['246dkjvS1zLTtiykXe5h60'],"[['dfw rap', 'melodic rap', 'rap']]",[92],[35612420],Congratulations,3a1lNhkSLSkpJE4MSHpDu9,83,"['Post Malone', 'Quavo']",['246dkjvS1zLTtiykXe5h60'],"[['dfw rap', 'melodic rap', 'rap']]",[92],True,[35612420],0.63,0.804,6,0.0363,-4.183,1,0.215,0.0,0.253,0.492,123.146,220293,4,Post Malone,2016-12-09,2016,2020,Hip-hop
162,0n3V7u9sMRV7sCDMhWxDtL,Billboard 200 Top Albums 2019,24,Stoney (Deluxe),5s0rmjP8XOPhP6HhqOhuyC,2016-12-09,['Post Malone'],['246dkjvS1zLTtiykXe5h60'],"[['dfw rap', 'melodic rap', 'rap']]",[92],[35612420],Congratulations,3a1lNhkSLSkpJE4MSHpDu9,83,"['Post Malone', 'Quavo']",['246dkjvS1zLTtiykXe5h60'],"[['dfw rap', 'melodic rap', 'rap']]",[92],True,[35612420],0.63,0.804,6,0.0363,-4.183,1,0.215,0.0,0.253,0.492,123.146,220293,4,Post Malone,2016-12-09,2016,2019,Hip-hop
163,34KSLHLGSNqeK6UfxKnLuM,Billboard 200 Top Albums 2018,8,Stoney (Deluxe),5s0rmjP8XOPhP6HhqOhuyC,2016-12-09,['Post Malone'],['246dkjvS1zLTtiykXe5h60'],"[['dfw rap', 'melodic rap', 'rap']]",[92],[35612420],Congratulations,3a1lNhkSLSkpJE4MSHpDu9,83,"['Post Malone', 'Quavo']",['246dkjvS1zLTtiykXe5h60'],"[['dfw rap', 'melodic rap', 'rap']]",[92],True,[35612420],0.63,0.804,6,0.0363,-4.183,1,0.215,0.0,0.253,0.492,123.146,220293,4,Post Malone,2016-12-09,2016,2018,Hip-hop
164,1N9WQ0C6m7n1TVeLXdUoNb,Billboard 200 Top Albums 2017,7,Stoney (Deluxe),5s0rmjP8XOPhP6HhqOhuyC,2016-12-09,['Post Malone'],['246dkjvS1zLTtiykXe5h60'],"[['dfw rap', 'melodic rap', 'rap']]",[92],[35612420],Congratulations,3a1lNhkSLSkpJE4MSHpDu9,83,"['Post Malone', 'Quavo']",['246dkjvS1zLTtiykXe5h60'],"[['dfw rap', 'melodic rap', 'rap']]",[92],True,[35612420],0.63,0.804,6,0.0363,-4.183,1,0.215,0.0,0.253,0.492,123.146,220293,4,Post Malone,2016-12-09,2016,2017,Hip-hop
165,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,68,Back In Black,6mUdeDZCsExyJLMdAfDuwh,1980-07-25,['AC/DC'],['711MCceyCBcFnzjGY4Q7Un'],"[['australian rock', 'hard rock', 'rock']]",[84],[22028426],Back In Black,08mG3Y1vljYA6bvDt4Wqkj,85,['AC/DC'],['711MCceyCBcFnzjGY4Q7Un'],"[['australian rock', 'hard rock', 'rock']]",[84],False,[22028426],0.31,0.7,9,0.047,-5.678,1,0.011,0.00965,0.0828,0.763,188.386,255493,4,AC/DC,1980-07-25,1980,2021,Rock
166,1EEazdcjH0keT4sttGvH8c,Billboard 200 Top Albums 2020,89,Back In Black,6mUdeDZCsExyJLMdAfDuwh,1980-07-25,['AC/DC'],['711MCceyCBcFnzjGY4Q7Un'],"[['australian rock', 'hard rock', 'rock']]",[84],[22028426],Back In Black,08mG3Y1vljYA6bvDt4Wqkj,85,['AC/DC'],['711MCceyCBcFnzjGY4Q7Un'],"[['australian rock', 'hard rock', 'rock']]",[84],False,[22028426],0.31,0.7,9,0.047,-5.678,1,0.011,0.00965,0.0828,0.763,188.386,255493,4,AC/DC,1980-07-25,1980,2020,Rock
167,0n3V7u9sMRV7sCDMhWxDtL,Billboard 200 Top Albums 2019,125,Back In Black,6mUdeDZCsExyJLMdAfDuwh,1980-07-25,['AC/DC'],['711MCceyCBcFnzjGY4Q7Un'],"[['australian rock', 'hard rock', 'rock']]",[84],[22028426],Back In Black,08mG3Y1vljYA6bvDt4Wqkj,85,['AC/DC'],['711MCceyCBcFnzjGY4Q7Un'],"[['australian rock', 'hard rock', 'rock']]",[84],False,[22028426],0.31,0.7,9,0.047,-5.678,1,0.011,0.00965,0.0828,0.763,188.386,255493,4,AC/DC,1980-07-25,1980,2019,Rock
168,34KSLHLGSNqeK6UfxKnLuM,Billboard 200 Top Albums 2018,189,Back In Black,6mUdeDZCsExyJLMdAfDuwh,1980-07-25,['AC/DC'],['711MCceyCBcFnzjGY4Q7Un'],"[['australian rock', 'hard rock', 'rock']]",[84],[22028426],Back In Black,08mG3Y1vljYA6bvDt4Wqkj,85,['AC/DC'],['711MCceyCBcFnzjGY4Q7Un'],"[['australian rock', 'hard rock', 'rock']]",[84],False,[22028426],0.31,0.7,9,0.047,-5.678,1,0.011,0.00965,0.0828,0.763,188.386,255493,4,AC/DC,1980-07-25,1980,2018,Rock
169,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,69,Please Excuse Me for Being Antisocial,52u4anZbHd6UInnmHRFzba,2019-12-06,['Roddy Ricch'],['757aE44tKEUQEqRuT6GnEB'],"[['melodic rap', 'rap', 'trap']]",[87],[7408901],The Box,0nbXyq5TXYPCO7pr3N8S4I,85,['Roddy Ricch'],['757aE44tKEUQEqRuT6GnEB'],"[['melodic rap', 'rap', 'trap']]",[87],True,[7408901],0.896,0.586,10,0.0559,-6.687,0,0.104,0.0,0.79,0.642,116.971,196653,4,Roddy Ricch,2019-12-06,2019,2021,Hip-hop
170,1EEazdcjH0keT4sttGvH8c,Billboard 200 Top Albums 2020,3,Please Excuse Me for Being Antisocial,52u4anZbHd6UInnmHRFzba,2019-12-06,['Roddy Ricch'],['757aE44tKEUQEqRuT6GnEB'],"[['melodic rap', 'rap', 'trap']]",[87],[7408901],The Box,0nbXyq5TXYPCO7pr3N8S4I,85,['Roddy Ricch'],['757aE44tKEUQEqRuT6GnEB'],"[['melodic rap', 'rap', 'trap']]",[87],True,[7408901],0.896,0.586,10,0.0559,-6.687,0,0.104,0.0,0.79,0.642,116.971,196653,4,Roddy Ricch,2019-12-06,2019,2020,Hip-hop
171,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,70,dont smile at me,7fRrTyKvE4Skh93v97gtcU,2017-12-22,['Billie Eilish'],['6qqNVTkY8uBg9cP3Jd7DAH'],"[['art pop', 'electropop', 'pop']]",[93],[55712878],ocean eyes,7hDVYcQq6MxkdJGweuCtl9,81,['Billie Eilish'],['6qqNVTkY8uBg9cP3Jd7DAH'],"[['art pop', 'electropop', 'pop']]",[93],False,[55712878],0.511,0.363,4,0.041,-7.65,0,0.816,0.0317,0.084,0.169,144.892,200379,4,Billie Eilish,2017-12-22,2017,2021,Pop
172,1EEazdcjH0keT4sttGvH8c,Billboard 200 Top Albums 2020,42,dont smile at me,7fRrTyKvE4Skh93v97gtcU,2017-12-22,['Billie Eilish'],['6qqNVTkY8uBg9cP3Jd7DAH'],"[['art pop', 'electropop', 'pop']]",[93],[55712878],ocean eyes,7hDVYcQq6MxkdJGweuCtl9,81,['Billie Eilish'],['6qqNVTkY8uBg9cP3Jd7DAH'],"[['art pop', 'electropop', 'pop']]",[93],False,[55712878],0.511,0.363,4,0.041,-7.65,0,0.816,0.0317,0.084,0.169,144.892,200379,4,Billie Eilish,2017-12-22,2017,2020,Pop
173,0n3V7u9sMRV7sCDMhWxDtL,Billboard 200 Top Albums 2019,16,dont smile at me,7fRrTyKvE4Skh93v97gtcU,2017-12-22,['Billie Eilish'],['6qqNVTkY8uBg9cP3Jd7DAH'],"[['art pop', 'electropop', 'pop']]",[93],[55712878],ocean eyes,7hDVYcQq6MxkdJGweuCtl9,81,['Billie Eilish'],['6qqNVTkY8uBg9cP3Jd7DAH'],"[['art pop', 'electropop', 'pop']]",[93],False,[55712878],0.511,0.363,4,0.041,-7.65,0,0.816,0.0317,0.084,0.169,144.892,200379,4,Billie Eilish,2017-12-22,2017,2019,Pop
174,34KSLHLGSNqeK6UfxKnLuM,Billboard 200 Top Albums 2018,92,dont smile at me,7fRrTyKvE4Skh93v97gtcU,2017-12-22,['Billie Eilish'],['6qqNVTkY8uBg9cP3Jd7DAH'],"[['art pop', 'electropop', 'pop']]",[93],[55712878],ocean eyes,7hDVYcQq6MxkdJGweuCtl9,81,['Billie Eilish'],['6qqNVTkY8uBg9cP3Jd7DAH'],"[['art pop', 'electropop', 'pop']]",[93],False,[55712878],0.511,0.363,4,0.041,-7.65,0,0.816,0.0317,0.084,0.169,144.892,200379,4,Billie Eilish,2017-12-22,2017,2018,Pop
175,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,71,÷ (Deluxe),3T4tUhGYeRNVUGevb0wThu,2017-03-03,['Ed Sheeran'],['6eUKZXaKkcviH0Ku9w2n3V'],"[['pop', 'uk pop']]",[96],[91177982],Shape of You,7qiZfU4dY1lWllzX7mPBI3,87,['Ed Sheeran'],['6eUKZXaKkcviH0Ku9w2n3V'],"[['pop', 'uk pop']]",[96],False,[91177982],0.825,0.652,1,0.0802,-3.183,0,0.581,0.0,0.0931,0.931,95.977,233713,4,Ed Sheeran,2017-03-03,2017,2021,Pop
176,1EEazdcjH0keT4sttGvH8c,Billboard 200 Top Albums 2020,65,÷ (Deluxe),3T4tUhGYeRNVUGevb0wThu,2017-03-03,['Ed Sheeran'],['6eUKZXaKkcviH0Ku9w2n3V'],"[['pop', 'uk pop']]",[96],[91177982],Shape of You,7qiZfU4dY1lWllzX7mPBI3,87,['Ed Sheeran'],['6eUKZXaKkcviH0Ku9w2n3V'],"[['pop', 'uk pop']]",[96],False,[91177982],0.825,0.652,1,0.0802,-3.183,0,0.581,0.0,0.0931,0.931,95.977,233713,4,Ed Sheeran,2017-03-03,2017,2020,Pop
177,0n3V7u9sMRV7sCDMhWxDtL,Billboard 200 Top Albums 2019,31,÷ (Deluxe),3T4tUhGYeRNVUGevb0wThu,2017-03-03,['Ed Sheeran'],['6eUKZXaKkcviH0Ku9w2n3V'],"[['pop', 'uk pop']]",[96],[91177982],Shape of You,7qiZfU4dY1lWllzX7mPBI3,87,['Ed Sheeran'],['6eUKZXaKkcviH0Ku9w2n3V'],"[['pop', 'uk pop']]",[96],False,[91177982],0.825,0.652,1,0.0802,-3.183,0,0.581,0.0,0.0931,0.931,95.977,233713,4,Ed Sheeran,2017-03-03,2017,2019,Pop
178,34KSLHLGSNqeK6UfxKnLuM,Billboard 200 Top Albums 2018,5,÷ (Deluxe),3T4tUhGYeRNVUGevb0wThu,2017-03-03,['Ed Sheeran'],['6eUKZXaKkcviH0Ku9w2n3V'],"[['pop', 'uk pop']]",[96],[91177982],Shape of You,7qiZfU4dY1lWllzX7mPBI3,87,['Ed Sheeran'],['6eUKZXaKkcviH0Ku9w2n3V'],"[['pop', 'uk pop']]",[96],False,[91177982],0.825,0.652,1,0.0802,-3.183,0,0.581,0.0,0.0931,0.931,95.977,233713,4,Ed Sheeran,2017-03-03,2017,2018,Pop
179,1N9WQ0C6m7n1TVeLXdUoNb,Billboard 200 Top Albums 2017,4,÷ (Deluxe),3T4tUhGYeRNVUGevb0wThu,2017-03-03,['Ed Sheeran'],['6eUKZXaKkcviH0Ku9w2n3V'],"[['pop', 'uk pop']]",[96],[91177982],Shape of You,7qiZfU4dY1lWllzX7mPBI3,87,['Ed Sheeran'],['6eUKZXaKkcviH0Ku9w2n3V'],"[['pop', 'uk pop']]",[96],False,[91177982],0.825,0.652,1,0.0802,-3.183,0,0.581,0.0,0.0931,0.931,95.977,233713,4,Ed Sheeran,2017-03-03,2017,2017,Pop
180,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,72,When It's All Said And Done... Take Time,1otOJAtgvO5VCBL4Gykrrd,2021-03-12,['Giveon'],['4fxd5Ee7UefO4CUXgwJ7IP'],"[['pop', 'r&b']]",[84],[1874676],Heartbreak Anniversary,27tDoZsybt3KvJWTDoW9id,70,['Giveon'],['4fxd5Ee7UefO4CUXgwJ7IP'],"[['pop', 'r&b']]",[84],False,[1874676],0.443,0.459,0,0.074,-8.955,1,0.546,1.05e-06,0.307,0.565,87.064,198371,5,Giveon,2021-03-12,2021,2021,Pop
181,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,73,Thriller,2ANVost0y2y52ema1E9xAZ,1982-11-30,['Michael Jackson'],['3fMbdgg4jU18AjLCKBhRSm'],"[['pop', 'r&b', 'soul']]",[85],[21343094],Billie Jean,7J1uxwnxfQLu4APicE5Rnj,66,['Michael Jackson'],['3fMbdgg4jU18AjLCKBhRSm'],"[['pop', 'r&b', 'soul']]",[85],False,[21343094],0.932,0.457,11,0.0541,-9.62,0,0.0173,0.0436,0.0414,0.884,117.002,294227,4,Michael Jackson,1982-11-30,1982,2021,Pop
182,1EEazdcjH0keT4sttGvH8c,Billboard 200 Top Albums 2020,111,Thriller,2ANVost0y2y52ema1E9xAZ,1982-11-30,['Michael Jackson'],['3fMbdgg4jU18AjLCKBhRSm'],"[['pop', 'r&b', 'soul']]",[85],[21343094],Billie Jean,7J1uxwnxfQLu4APicE5Rnj,66,['Michael Jackson'],['3fMbdgg4jU18AjLCKBhRSm'],"[['pop', 'r&b', 'soul']]",[85],False,[21343094],0.932,0.457,11,0.0541,-9.62,0,0.0173,0.0436,0.0414,0.884,117.002,294227,4,Michael Jackson,1982-11-30,1982,2020,Pop
183,0n3V7u9sMRV7sCDMhWxDtL,Billboard 200 Top Albums 2019,129,Thriller,2ANVost0y2y52ema1E9xAZ,1982-11-30,['Michael Jackson'],['3fMbdgg4jU18AjLCKBhRSm'],"[['pop', 'r&b', 'soul']]",[85],[21343094],Billie Jean,7J1uxwnxfQLu4APicE5Rnj,66,['Michael Jackson'],['3fMbdgg4jU18AjLCKBhRSm'],"[['pop', 'r&b', 'soul']]",[85],False,[21343094],0.932,0.457,11,0.0541,-9.62,0,0.0173,0.0436,0.0414,0.884,117.002,294227,4,Michael Jackson,1982-11-30,1982,2019,Pop
184,34KSLHLGSNqeK6UfxKnLuM,Billboard 200 Top Albums 2018,190,Thriller,2ANVost0y2y52ema1E9xAZ,1982-11-30,['Michael Jackson'],['3fMbdgg4jU18AjLCKBhRSm'],"[['pop', 'r&b', 'soul']]",[85],[21343094],Billie Jean,7J1uxwnxfQLu4APicE5Rnj,66,['Michael Jackson'],['3fMbdgg4jU18AjLCKBhRSm'],"[['pop', 'r&b', 'soul']]",[85],False,[21343094],0.932,0.457,11,0.0541,-9.62,0,0.0173,0.0436,0.0414,0.884,117.002,294227,4,Michael Jackson,1982-11-30,1982,2018,Pop
185,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,74,?,2Ti79nwTsont5ZHfdxIzAm,2018-03-16,['XXXTENTACION'],['15UsOTVnJzReFVN1VCnxy4'],"[['emo rap', 'miami hip hop']]",[91],[33973036],SAD!,3ee8Jmje8o58CHK66QrVC2,86,['XXXTENTACION'],['15UsOTVnJzReFVN1VCnxy4'],"[['emo rap', 'miami hip hop']]",[91],True,[33973036],0.74,0.613,8,0.145,-4.88,1,0.258,0.00372,0.123,0.473,75.023,166606,4,XXXTENTACION,2018-03-16,2018,2021,Hip-hop
186,1EEazdcjH0keT4sttGvH8c,Billboard 200 Top Albums 2020,59,?,2Ti79nwTsont5ZHfdxIzAm,2018-03-16,['XXXTENTACION'],['15UsOTVnJzReFVN1VCnxy4'],"[['emo rap', 'miami hip hop']]",[91],[33973036],SAD!,3ee8Jmje8o58CHK66QrVC2,86,['XXXTENTACION'],['15UsOTVnJzReFVN1VCnxy4'],"[['emo rap', 'miami hip hop']]",[91],True,[33973036],0.74,0.613,8,0.145,-4.88,1,0.258,0.00372,0.123,0.473,75.023,166606,4,XXXTENTACION,2018-03-16,2018,2020,Hip-hop
187,0n3V7u9sMRV7sCDMhWxDtL,Billboard 200 Top Albums 2019,21,?,2Ti79nwTsont5ZHfdxIzAm,2018-03-16,['XXXTENTACION'],['15UsOTVnJzReFVN1VCnxy4'],"[['emo rap', 'miami hip hop']]",[91],[33973036],SAD!,3ee8Jmje8o58CHK66QrVC2,86,['XXXTENTACION'],['15UsOTVnJzReFVN1VCnxy4'],"[['emo rap', 'miami hip hop']]",[91],True,[33973036],0.74,0.613,8,0.145,-4.88,1,0.258,0.00372,0.123,0.473,75.023,166606,4,XXXTENTACION,2018-03-16,2018,2019,Hip-hop
188,34KSLHLGSNqeK6UfxKnLuM,Billboard 200 Top Albums 2018,9,?,2Ti79nwTsont5ZHfdxIzAm,2018-03-16,['XXXTENTACION'],['15UsOTVnJzReFVN1VCnxy4'],"[['emo rap', 'miami hip hop']]",[91],[33973036],SAD!,3ee8Jmje8o58CHK66QrVC2,86,['XXXTENTACION'],['15UsOTVnJzReFVN1VCnxy4'],"[['emo rap', 'miami hip hop']]",[91],True,[33973036],0.74,0.613,8,0.145,-4.88,1,0.258,0.00372,0.123,0.473,75.023,166606,4,XXXTENTACION,2018-03-16,2018,2018,Hip-hop
189,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,75,Chilombo,5jlE1zlhT3mEWw0mRpN920,2020-03-06,['Jhené Aiko'],['5ZS223C6JyBfXasXxrRqOk'],"[['alternative r&b', 'dance pop', 'pop', 'r&b', 'urban contemporary']]",[81],[5158684],B.S. (feat. H.E.R.),63wx9vdskaXbYxyDx4oJCZ,74,"['Jhené Aiko', 'H.E.R.']",['5ZS223C6JyBfXasXxrRqOk'],"[['alternative r&b', 'dance pop', 'pop', 'r&b', 'urban contemporary']]",[81],True,[5158684],0.617,0.525,8,0.12,-10.426,0,0.554,1.1e-06,0.135,0.377,135.781,212867,4,Jhené Aiko,2020-03-06,2020,2021,R&B
190,1EEazdcjH0keT4sttGvH8c,Billboard 200 Top Albums 2020,36,Chilombo,5jlE1zlhT3mEWw0mRpN920,2020-03-06,['Jhené Aiko'],['5ZS223C6JyBfXasXxrRqOk'],"[['alternative r&b', 'dance pop', 'pop', 'r&b', 'urban contemporary']]",[81],[5158684],B.S. (feat. H.E.R.),63wx9vdskaXbYxyDx4oJCZ,74,"['Jhené Aiko', 'H.E.R.']",['5ZS223C6JyBfXasXxrRqOk'],"[['alternative r&b', 'dance pop', 'pop', 'r&b', 'urban contemporary']]",[81],True,[5158684],0.617,0.525,8,0.12,-10.426,0,0.554,1.1e-06,0.135,0.377,135.781,212867,4,Jhené Aiko,2020-03-06,2020,2020,R&B
191,3avCwQPH6DkhMTRsizon7N,Billboard 200 Top Albums 2021,76,Greatest Hits,3q6Bz38jmqRDkXI7j5Hb9Y,2008-05-20,['Tom Petty and the Heartbreakers'],['4tX2TplrkIP4v05BNC903e'],"[['album rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'pop rock', 'psychedelic rock', 'rock', 'roots rock', 'soft rock']]",[71],[2107511],Free Fallin',44Mmek058DbzJeVGt9q8iJ,37,['Tom Petty'],['4tX2TplrkIP4v05BNC903e'],"[['album rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'pop rock', 'psychedelic rock', 'rock', 'roots rock', 'soft rock']]",[71],False,[2107511],0.619,0.504,5,0.025,-11.562,1,0.0614,0.0,0.06,0.567,84.336,255680,4,Tom Petty,2008-05-20,2008,2021,Rock
192,1EEazdcjH0keT4sttGvH8c,Billboard 200 Top Albums 2020,81,Greatest Hits,3q6Bz38jmqRDkXI7j5Hb9Y,2008-05-20,['Tom Petty and the Heartbreakers'],['4tX2TplrkIP4v05BNC903e'],"[['album rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'pop rock', 'psychedelic rock', 'rock', 'roots rock', 'soft rock']]",[71],[2107511],Free Fallin',44Mmek058DbzJeVGt9q8iJ,37,['Tom Petty'],['4tX2TplrkIP4v05BNC903e'],"[['album rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'pop rock', 'psychedelic rock', 'rock', 'roots rock', 'soft rock']]",[71],False,[2107511],0.619,0.504,5,0.025,-11.562,1,0.0614,0.0,0.06,0.567,84.336,255680,4,Tom Petty,2008-05-20,2008,2020,Rock
193,0n3V7u9sMRV7sCDMhWxDtL,Billboard 200 Top Albums 2019,148,Greatest Hits,3q6Bz38jmqRDkXI7j5Hb9Y,2008-05-20,['Tom Petty and the Heartbreakers'],['4tX2TplrkIP4v05BNC903e'],"[['album rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'pop rock', 'psychedelic rock', 'rock', 'roots rock', 'soft rock']]",[71],[2107511],Free Fallin',44Mmek058DbzJeVGt9q8iJ,37,['Tom Petty'],['4tX2TplrkIP4v05BNC903e'],"[['album rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'pop rock', 'psychedelic rock', 'rock', 'roots rock', 'soft rock']]",[71],False,[2107511],0.619,0.504,5,0.025,-11.562,1,0.0614,0.0,0.06,0.567,84.336,255680,4,Tom Petty,2008-05-20,2008,2019,Rock
194,34KSLHLGSNqeK6UfxKnLuM,Billboard 200 Top Albums 2018,74,Greatest Hits,3q6Bz38jmqRDkXI7j5Hb9Y,2008-05-20,['Tom Petty and the Heartbreakers'],['4tX2TplrkIP4v05BNC903e'],"[['album rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'pop rock', 'psychedelic rock', 'rock', 'roots rock', 'soft rock']]",[71],[2107511],Free Fallin',44Mmek058DbzJeVGt9q8iJ,37,['Tom Petty'],['4tX2TplrkIP4v05BNC903e'],"[['album rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'pop rock', 'psychedelic rock', 'rock', 'roots rock', 'soft rock']]",[71],False,[2107511],0.619,0.504,5,0.025,-11.562,1,0.0614,0.0,0.06,0.567,84.336,255680,4,Tom Petty,2008-05-20,2008,2018,Rock
195,1N9WQ0C6m7n1TVeLXdUoNb,Billboard 200 Top Albums 2017,116,Greatest Hits,3q6Bz38jmqRDkXI7j5Hb9Y,2008-05-20,['Tom Petty and the Heartbreakers'],['4tX2TplrkIP4v05BNC903e'],"[['album rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'pop rock', 'psychedelic rock', 'rock', 'roots rock', 'soft rock']]",[71],[2107511],Free Fallin',44Mmek058DbzJeVGt9q8iJ,37,['Tom Petty'],['4tX2TplrkIP4v05BNC903e'],"[['album rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'pop rock', 'psychedelic rock', 'rock', 'roots rock', 'soft rock']]",[71],False,[2107511],0.619,0.504,5,0.025,-11.562,1,0.0614,0.0,0.06,0.567,84.336,255680,4,Tom Petty,2008-05-20,2008,2017,Rock
