,track_name,track_id,track_popularity,track_artists,track_artists_ids,track_artists_genres,track_artists_popularity,track_explicit,track_artists_followers,album_name,album_id,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
3437,That's What Love Is,2hLu8L8SNfCN4yKyPdX0h3,62,['Justin Bieber'],['1uNFoZAHBGtllmzznpCI3s'],"[['canadian pop', 'pop']]",[98],False,[54848934],Changes,63iWSELt9V1kV6RSMxN7Ii,0.639,0.437,9,-6.959,1,0.692,0.0,0.12,0.751,147.575,165120,4
3438,At Least For Now,6VLkgf5YmLixsabdqiCVGU,56,['Justin Bieber'],['1uNFoZAHBGtllmzznpCI3s'],"[['canadian pop', 'pop']]",[98],False,[54848934],Changes,63iWSELt9V1kV6RSMxN7Ii,0.375,0.304,9,-9.897,1,0.683,0.0,0.196,0.295,83.832,149653,3
3439,Yummy - Summer Walker Remix,2FBpJGt00G0h1q0RHuqaGO,57,"['Justin Bieber', 'Summer Walker']",['1uNFoZAHBGtllmzznpCI3s'],"[['canadian pop', 'pop']]",[98],False,[54848934],Changes,63iWSELt9V1kV6RSMxN7Ii,0.655,0.578,9,-5.711,0,0.311,0.0,0.109,0.546,145.869,209213,4
3440,Bust Down,3vWxQ6wOfMr8zH1u7pVFI6,62,['Trippie Redd'],['6Xgp2XMz1fhVYe7i6yNAax'],"[['melodic rap', 'rap', 'trap']]",[89],True,[7045660],A Love Letter To You 2,55XA1uIQSqmlTBkVVx6ptz,0.722,0.821,2,-4.167,1,0.337,2.12e-05,0.15,0.659,73.015,245229,4
3441,Feel Good,2oEO8hubdLxitXybAPQWWD,50,"['Trippie Redd', 'Khalil', 'Cydnee with a C']",['6Xgp2XMz1fhVYe7i6yNAax'],"[['melodic rap', 'rap', 'trap']]",[89],True,[7045660],A Love Letter To You 2,55XA1uIQSqmlTBkVVx6ptz,0.696,0.621,0,-6.02,0,0.257,0.0,0.0936,0.456,119.998,200272,4
3442,In Too Deep,7KrkTrZfPhgXelA3NvDMkE,56,['Trippie Redd'],['6Xgp2XMz1fhVYe7i6yNAax'],"[['melodic rap', 'rap', 'trap']]",[89],True,[7045660],A Love Letter To You 2,55XA1uIQSqmlTBkVVx6ptz,0.607,0.609,0,-5.679,1,0.0935,0.0,0.168,0.151,143.073,223139,4
3443,Deadman's Wonderland,2XFP42EK7jg4bGHYXRcxV3,49,"['Trippie Redd', 'Antionia']",['6Xgp2XMz1fhVYe7i6yNAax'],"[['melodic rap', 'rap', 'trap']]",[89],True,[7045660],A Love Letter To You 2,55XA1uIQSqmlTBkVVx6ptz,0.359,0.702,0,-8.247,1,0.857,0.0,0.0888,0.256,176.938,237317,4
3444,Woah Woah Woah,70NxaxjB8IjX4YxXbT90iX,50,"['Trippie Redd', 'Bali Baby']",['6Xgp2XMz1fhVYe7i6yNAax'],"[['melodic rap', 'rap', 'trap']]",[89],True,[7045660],A Love Letter To You 2,55XA1uIQSqmlTBkVVx6ptz,0.617,0.773,0,-4.793,1,0.0782,0.0,0.204,0.242,149.006,222288,4
3445,Back of My Mind,7Juu32WsD2Spqg8xdPuHlK,47,"['Trippie Redd', 'Chris King', 'Cydnee with a C']",['6Xgp2XMz1fhVYe7i6yNAax'],"[['melodic rap', 'rap', 'trap']]",[89],True,[7045660],A Love Letter To You 2,55XA1uIQSqmlTBkVVx6ptz,0.756,0.649,0,-3.379,1,0.127,4.48e-05,0.0687,0.697,142.023,286120,4
3446,Today,5bNrUcuk5gjy6Ko2dbfWhZ,53,"['Trippie Redd', 'UnoTheActivist']",['6Xgp2XMz1fhVYe7i6yNAax'],"[['melodic rap', 'rap', 'trap']]",[89],True,[7045660],A Love Letter To You 2,55XA1uIQSqmlTBkVVx6ptz,0.639,0.608,9,-7.775,1,0.0624,1.02e-05,0.311,0.182,141.927,217212,4
3447,Hellboy,61ewCnrCtMcEeO0QnLfa3Y,52,['Trippie Redd'],['6Xgp2XMz1fhVYe7i6yNAax'],"[['melodic rap', 'rap', 'trap']]",[89],True,[7045660],A Love Letter To You 2,55XA1uIQSqmlTBkVVx6ptz,0.582,0.655,9,-4.355,0,0.568,0.0,0.256,0.467,139.186,188277,4
3448,Back Back Back,7fPEDLQlJgsuG7i5cxwjHT,40,['Trippie Redd'],['6Xgp2XMz1fhVYe7i6yNAax'],"[['melodic rap', 'rap', 'trap']]",[89],True,[7045660],A Love Letter To You 2,55XA1uIQSqmlTBkVVx6ptz,0.678,0.449,1,-8.406,1,0.0301,0.0,0.21,0.187,129.678,239855,4
3449,Dangerous,55miO4EjexeuoCWya2zNo7,42,"['Trippie Redd', 'Rocket Da Goon', 'Chris King']",['6Xgp2XMz1fhVYe7i6yNAax'],"[['melodic rap', 'rap', 'trap']]",[89],True,[7045660],A Love Letter To You 2,55XA1uIQSqmlTBkVVx6ptz,0.759,0.571,6,-6.441,0,0.0833,0.0,0.0952,0.15,139.837,227532,4
3450,Overweight,1KnLtypE8i6HuWMOx7ZmOP,45,['Trippie Redd'],['6Xgp2XMz1fhVYe7i6yNAax'],"[['melodic rap', 'rap', 'trap']]",[89],True,[7045660],A Love Letter To You 2,55XA1uIQSqmlTBkVVx6ptz,0.442,0.698,5,-5.696,1,0.00206,0.0,0.135,0.363,75.087,197722,4
3451,Overdose On L1fe,3eygeZs2rr9N5QZGwByI4m,45,['Trippie Redd'],['6Xgp2XMz1fhVYe7i6yNAax'],"[['melodic rap', 'rap', 'trap']]",[89],True,[7045660],A Love Letter To You 2,55XA1uIQSqmlTBkVVx6ptz,0.675,0.628,9,-5.319,0,0.274,0.0126,0.104,0.602,143.03,124250,4
3452,I Know How To Self Destruct,7HlxbxRj9eF9c87cDwLJ4N,42,['Trippie Redd'],['6Xgp2XMz1fhVYe7i6yNAax'],"[['melodic rap', 'rap', 'trap']]",[89],True,[7045660],A Love Letter To You 2,55XA1uIQSqmlTBkVVx6ptz,0.59,0.407,2,-10.888,0,0.219,0.0,0.686,0.17,148.551,102701,4
3453,Let Me Down,3Y9Ozy7bc3lmMCh4mjJFHw,41,['Trippie Redd'],['6Xgp2XMz1fhVYe7i6yNAax'],"[['melodic rap', 'rap', 'trap']]",[89],True,[7045660],A Love Letter To You 2,55XA1uIQSqmlTBkVVx6ptz,0.572,0.466,11,-11.352,1,0.0444,0.0,0.137,0.434,158.436,168395,3
3454,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,7h0d2h0fUmzbs7zeFigJPn,70,"['Travis Scott', 'ROSALÍA', 'Lil Baby']","['7A8S43ryYdbWpJKeHRZRcq', '0Y5tJX1MQlPlqiwlOH1tJY']","[['rap', 'trap'], ['rap', 'slap house']]","[72, 93]",True,"[466417, 19394352]",JACKBOYS,1Sf8GsXG32t0jNrX11xqWx,0.559,0.491,2,-6.406,0,0.0567,0.0,0.0992,0.114,153.131,244874,4
3455,JACKBOYS,62zKJrpbLxz6InR3tGyr7o,59,['JACKBOYS'],"['7A8S43ryYdbWpJKeHRZRcq', '0Y5tJX1MQlPlqiwlOH1tJY']","[['rap', 'trap'], ['rap', 'slap house']]","[72, 93]",True,"[466417, 19394352]",JACKBOYS,1Sf8GsXG32t0jNrX11xqWx,0.413,0.13,0,-25.166,0,0.9,0.82,0.111,0.0676,123.342,46837,1
3456,GANG GANG,6uJONCdr2rC65BNmCnTBWK,71,"['JACKBOYS', 'Sheck Wes']","['7A8S43ryYdbWpJKeHRZRcq', '0Y5tJX1MQlPlqiwlOH1tJY']","[['rap', 'trap'], ['rap', 'slap house']]","[72, 93]",True,"[466417, 19394352]",JACKBOYS,1Sf8GsXG32t0jNrX11xqWx,0.859,0.6,7,-4.63,0,0.071,0.0,0.353,0.568,123.017,244761,4
3457,HAD ENOUGH (feat. Quavo & Offset),7LGWmZaoS7jZJ5tEi9EcDi,68,"['Don Toliver', 'Quavo', 'Offset']","['7A8S43ryYdbWpJKeHRZRcq', '0Y5tJX1MQlPlqiwlOH1tJY']","[['rap', 'trap'], ['rap', 'slap house']]","[72, 93]",True,"[466417, 19394352]",JACKBOYS,1Sf8GsXG32t0jNrX11xqWx,0.75,0.789,2,-4.578,1,0.253,0.0,0.129,0.673,147.957,157133,4
3458,OUT WEST (feat. Young Thug),6gi6y1xwmVszDWkUqab1qw,82,"['JACKBOYS', 'Travis Scott', 'Young Thug']","['7A8S43ryYdbWpJKeHRZRcq', '0Y5tJX1MQlPlqiwlOH1tJY']","[['rap', 'trap'], ['rap', 'slap house']]","[72, 93]",True,"[466417, 19394352]",JACKBOYS,1Sf8GsXG32t0jNrX11xqWx,0.802,0.591,8,-4.895,1,0.0104,0.0,0.196,0.309,139.864,157712,4
3459,WHAT TO DO? (feat. Don Toliver),4AO1XhrgJczQ9bNVxdfKQe,72,"['JACKBOYS', 'Travis Scott', 'Don Toliver']","['7A8S43ryYdbWpJKeHRZRcq', '0Y5tJX1MQlPlqiwlOH1tJY']","[['rap', 'trap'], ['rap', 'slap house']]","[72, 93]",True,"[466417, 19394352]",JACKBOYS,1Sf8GsXG32t0jNrX11xqWx,0.643,0.594,9,-5.191,0,0.0695,1.46e-05,0.115,0.195,118.037,250142,4
3460,GATTI,40mjsnRjCpycdUw3xhS20g,79,"['JACKBOYS', 'Pop Smoke', 'Travis Scott']","['7A8S43ryYdbWpJKeHRZRcq', '0Y5tJX1MQlPlqiwlOH1tJY']","[['rap', 'trap'], ['rap', 'slap house']]","[72, 93]",True,"[466417, 19394352]",JACKBOYS,1Sf8GsXG32t0jNrX11xqWx,0.594,0.676,2,-5.808,1,0.135,0.0,0.163,0.472,143.477,181145,4
3461,Thug Love,4MzhmCOgPB7xb87f1CXjlA,61,['A Boogie Wit da Hoodie'],['31W5EY0aAly4Qieq6OFu6I'],"[['melodic rap', 'rap', 'trap']]",[87],True,[6183226],Artist 2.0,0cZAE6guibfcYmTZD7hiae,0.54,0.643,5,-4.707,0,0.428,0.0,0.174,0.328,178.125,181744,4
3462,Cinderella Story,18AIesWCXvIbXu8RqQw1E1,57,['A Boogie Wit da Hoodie'],['31W5EY0aAly4Qieq6OFu6I'],"[['melodic rap', 'rap', 'trap']]",[87],True,[6183226],Artist 2.0,0cZAE6guibfcYmTZD7hiae,0.639,0.571,4,-7.332,1,0.272,0.0,0.144,0.569,88.047,185455,4
3463,Me and My Guitar,6cZH4rX1KTt1aJ3Ql6Ynja,76,['A Boogie Wit da Hoodie'],['31W5EY0aAly4Qieq6OFu6I'],"[['melodic rap', 'rap', 'trap']]",[87],True,[6183226],Artist 2.0,0cZAE6guibfcYmTZD7hiae,0.644,0.587,7,-6.736,0,0.473,0.0,0.0759,0.68,173.972,161765,4
3464,Might Not Give Up (feat. Young Thug),4l2rsMfr20dj6nf6i6F3Y8,59,"['A Boogie Wit da Hoodie', 'Young Thug']",['31W5EY0aAly4Qieq6OFu6I'],"[['melodic rap', 'rap', 'trap']]",[87],True,[6183226],Artist 2.0,0cZAE6guibfcYmTZD7hiae,0.687,0.592,2,-6.378,1,0.203,0.0,0.279,0.246,178.83,225266,4
3465,"Numbers (feat. Roddy Ricch, Gunna and London On Da Track)",733c1CWmIGymoQXdp7Us88,70,"['A Boogie Wit da Hoodie', 'London On Da Track', 'Roddy Ricch', 'Gunna']",['31W5EY0aAly4Qieq6OFu6I'],"[['melodic rap', 'rap', 'trap']]",[87],True,[6183226],Artist 2.0,0cZAE6guibfcYmTZD7hiae,0.819,0.654,11,-6.665,0,0.517,0.0,0.0996,0.455,133.503,188563,4
3466,Stain (feat. DaBaby),0dIz1I7IwX5ardG47AHxCZ,55,"['A Boogie Wit da Hoodie', 'DaBaby']",['31W5EY0aAly4Qieq6OFu6I'],"[['melodic rap', 'rap', 'trap']]",[87],True,[6183226],Artist 2.0,0cZAE6guibfcYmTZD7hiae,0.816,0.754,8,-3.911,1,0.0117,0.0,0.129,0.604,159.073,175128,4
3467,Hit 'Em Up (feat. Trap Manny),7ExiKb3YCTGpaLPtFKzYUk,53,"['A Boogie Wit da Hoodie', 'Trap Manny']",['31W5EY0aAly4Qieq6OFu6I'],"[['melodic rap', 'rap', 'trap']]",[87],True,[6183226],Artist 2.0,0cZAE6guibfcYmTZD7hiae,0.506,0.591,0,-8.428,1,0.258,0.0,0.154,0.752,169.752,204420,3
3468,DTB 4 Life,4CXSzoyTD2MmedFArsSIUp,62,['A Boogie Wit da Hoodie'],['31W5EY0aAly4Qieq6OFu6I'],"[['melodic rap', 'rap', 'trap']]",[87],True,[6183226],Artist 2.0,0cZAE6guibfcYmTZD7hiae,0.566,0.676,1,-6.05,1,0.00905,0.0,0.0878,0.123,84.683,175107,4
3469,Calm Down (Bittersweet) [feat. Summer Walker],1U5pPF8f6APVCoc6t2KfIB,54,"['A Boogie Wit da Hoodie', 'Summer Walker']",['31W5EY0aAly4Qieq6OFu6I'],"[['melodic rap', 'rap', 'trap']]",[87],True,[6183226],Artist 2.0,0cZAE6guibfcYmTZD7hiae,0.579,0.612,9,-4.685,1,0.221,0.0,0.108,0.425,133.366,183703,4
3470,Another Day Gone (feat. Khalid),63dg6LdBGxa0QA93M2snLA,56,"['A Boogie Wit da Hoodie', 'Khalid']",['31W5EY0aAly4Qieq6OFu6I'],"[['melodic rap', 'rap', 'trap']]",[87],True,[6183226],Artist 2.0,0cZAE6guibfcYmTZD7hiae,0.643,0.608,5,-8.446,0,0.0984,0.000101,0.247,0.564,156.974,188026,4
3471,Good Girls Gone Bad,76MqbWX5us3UmGJImualTj,52,['A Boogie Wit da Hoodie'],['31W5EY0aAly4Qieq6OFu6I'],"[['melodic rap', 'rap', 'trap']]",[87],True,[6183226],Artist 2.0,0cZAE6guibfcYmTZD7hiae,0.678,0.674,11,-6.175,1,0.0849,0.0,0.0915,0.417,119.195,105675,3
3472,Blood On My Denim,0LHWHUcUYhFAUkCt2q4Gad,59,['A Boogie Wit da Hoodie'],['31W5EY0aAly4Qieq6OFu6I'],"[['melodic rap', 'rap', 'trap']]",[87],True,[6183226],Artist 2.0,0cZAE6guibfcYmTZD7hiae,0.842,0.52,7,-6.51,1,0.386,0.0,0.115,0.482,109.008,196619,4
3473,R.O.D.,5AmzfSxCIOPxPmppoHrr12,58,['A Boogie Wit da Hoodie'],['31W5EY0aAly4Qieq6OFu6I'],"[['melodic rap', 'rap', 'trap']]",[87],True,[6183226],Artist 2.0,0cZAE6guibfcYmTZD7hiae,0.596,0.547,9,-6.207,1,0.567,0.0,0.167,0.611,90.059,214153,4
3474,Big Shit,0dADaRjZfWrrXPAPr7qe75,48,['A Boogie Wit da Hoodie'],['31W5EY0aAly4Qieq6OFu6I'],"[['melodic rap', 'rap', 'trap']]",[87],True,[6183226],Artist 2.0,0cZAE6guibfcYmTZD7hiae,0.753,0.53,5,-4.196,1,0.353,1.36e-05,0.112,0.385,138.977,152156,4
3475,Right Back,4NY4FeAJyTd0fkkMI0POPn,51,['A Boogie Wit da Hoodie'],['31W5EY0aAly4Qieq6OFu6I'],"[['melodic rap', 'rap', 'trap']]",[87],True,[6183226],Artist 2.0,0cZAE6guibfcYmTZD7hiae,0.632,0.697,3,-4.659,1,0.128,0.0,0.156,0.526,83.505,162279,4
3476,Luv Is Art (feat. Lil Uzi Vert),0LVaWrTztFOuN7g7gcyLs8,58,"['A Boogie Wit da Hoodie', 'Lil Uzi Vert']",['31W5EY0aAly4Qieq6OFu6I'],"[['melodic rap', 'rap', 'trap']]",[87],True,[6183226],Artist 2.0,0cZAE6guibfcYmTZD7hiae,0.489,0.554,2,-8.437,1,0.212,1.9e-06,0.088,0.331,86.584,161056,4
3477,King Of My City,3o0nkjyy6eZL5lZcEpvJec,60,['A Boogie Wit da Hoodie'],['31W5EY0aAly4Qieq6OFu6I'],"[['melodic rap', 'rap', 'trap']]",[87],True,[6183226],Artist 2.0,0cZAE6guibfcYmTZD7hiae,0.48,0.679,4,-6.776,0,0.452,0.0,0.152,0.29,81.186,148676,5
3478,Mood Swings,0VZe8C7xgAIQC0E0qEVIEh,64,['A Boogie Wit da Hoodie'],['31W5EY0aAly4Qieq6OFu6I'],"[['melodic rap', 'rap', 'trap']]",[87],True,[6183226],Artist 2.0,0cZAE6guibfcYmTZD7hiae,0.941,0.676,4,-5.54,0,0.211,4.64e-06,0.0986,0.93,120.073,156960,4
3479,Reply (feat. Lil Uzi Vert),1njRzdfGNUY2RZU0lVO787,63,"['A Boogie Wit da Hoodie', 'Lil Uzi Vert']",['31W5EY0aAly4Qieq6OFu6I'],"[['melodic rap', 'rap', 'trap']]",[87],True,[6183226],Artist 2.0,0cZAE6guibfcYmTZD7hiae,0.512,0.623,9,-6.553,0,0.0187,0.0,0.13,0.219,112.15,183589,5
3480,Streets Don't Love You,5IhS1ig4KRhO4TXH3uspCa,53,['A Boogie Wit da Hoodie'],['31W5EY0aAly4Qieq6OFu6I'],"[['melodic rap', 'rap', 'trap']]",[87],True,[6183226],Artist 2.0,0cZAE6guibfcYmTZD7hiae,0.549,0.456,1,-10.5,1,0.65,0.0,0.101,0.297,117.284,201623,5
3481,Chromatica I,3CGZ7wfk4skmuyQgua1C1K,55,['Lady Gaga'],['1HY2Jd0NmPuamShAr6KMms'],"[['art pop', 'dance pop', 'pop']]",[88],False,[20502345],Chromatica,05c49JgPmL4Uz2ZeqRx5SP,0.231,0.457,6,-10.773,0,0.0126,0.875,0.327,0.0588,65.827,60400,3
3482,Alice,41A89rj3GoMG6ktN37L7PG,64,['Lady Gaga'],['1HY2Jd0NmPuamShAr6KMms'],"[['art pop', 'dance pop', 'pop']]",[88],False,[20502345],Chromatica,05c49JgPmL4Uz2ZeqRx5SP,0.723,0.88,11,-4.287,0,0.00334,0.0179,0.0632,0.323,123.036,177600,4
3483,Stupid Love,7yBbV2k2S2uhaQc24NF2xt,75,['Lady Gaga'],['1HY2Jd0NmPuamShAr6KMms'],"[['art pop', 'dance pop', 'pop']]",[88],False,[20502345],Chromatica,05c49JgPmL4Uz2ZeqRx5SP,0.68,0.825,8,-4.296,1,0.00173,0.000122,0.27,0.784,117.987,193533,4
3484,Rain On Me (with Ariana Grande),7ju97lgwC2rKQ6wwsf9no9,79,"['Lady Gaga', 'Ariana Grande']",['1HY2Jd0NmPuamShAr6KMms'],"[['art pop', 'dance pop', 'pop']]",[88],False,[20502345],Chromatica,05c49JgPmL4Uz2ZeqRx5SP,0.672,0.855,9,-3.764,1,0.021,0.0,0.323,0.646,123.056,182200,4
3485,Free Woman,4L6ihclQPu1hqP9r3WNJjQ,63,['Lady Gaga'],['1HY2Jd0NmPuamShAr6KMms'],"[['art pop', 'dance pop', 'pop']]",[88],False,[20502345],Chromatica,05c49JgPmL4Uz2ZeqRx5SP,0.731,0.927,0,-3.634,1,0.0228,7.15e-05,0.187,0.478,119.006,191467,4
3486,Fun Tonight,6hyQVqfHFvsJDjcmj4qrHf,58,['Lady Gaga'],['1HY2Jd0NmPuamShAr6KMms'],"[['art pop', 'dance pop', 'pop']]",[88],False,[20502345],Chromatica,05c49JgPmL4Uz2ZeqRx5SP,0.645,0.923,11,-4.262,1,0.364,1.06e-06,0.14,0.323,117.945,173427,4
3487,Chromatica II,0oQc0F6KUE7QY7k5TU6bic,57,['Lady Gaga'],['1HY2Jd0NmPuamShAr6KMms'],"[['art pop', 'dance pop', 'pop']]",[88],False,[20502345],Chromatica,05c49JgPmL4Uz2ZeqRx5SP,0.184,0.297,2,-14.534,1,0.473,0.893,0.527,0.113,75.824,41867,5
3488,911,6qI0MU175Dk2DeoUjlrOpy,70,['Lady Gaga'],['1HY2Jd0NmPuamShAr6KMms'],"[['art pop', 'dance pop', 'pop']]",[88],False,[20502345],Chromatica,05c49JgPmL4Uz2ZeqRx5SP,0.789,0.813,5,-4.563,1,0.0294,2.07e-06,0.519,0.42,116.007,172133,4
3489,Plastic Doll,3CidPLqWXqgesJlwYVJZdy,57,['Lady Gaga'],['1HY2Jd0NmPuamShAr6KMms'],"[['art pop', 'dance pop', 'pop']]",[88],False,[20502345],Chromatica,05c49JgPmL4Uz2ZeqRx5SP,0.743,0.853,0,-4.842,1,0.0019,3.49e-05,0.0872,0.422,121.028,221667,4
3490,Sour Candy (with BLACKPINK),1IWNylpZ477gIVUDpJL66u,69,"['Lady Gaga', 'BLACKPINK']",['1HY2Jd0NmPuamShAr6KMms'],"[['art pop', 'dance pop', 'pop']]",[88],False,[20502345],Chromatica,05c49JgPmL4Uz2ZeqRx5SP,0.752,0.87,9,-3.812,0,0.0604,1.12e-05,0.489,0.784,120.006,157707,4
3491,Enigma,7JDbfYUHjDzQPFSDh5lzGs,58,['Lady Gaga'],['1HY2Jd0NmPuamShAr6KMms'],"[['art pop', 'dance pop', 'pop']]",[88],False,[20502345],Chromatica,05c49JgPmL4Uz2ZeqRx5SP,0.669,0.804,0,-4.035,1,0.0306,0.0,0.694,0.184,116.001,179760,4
3492,Replay,7sKbyYeJnITO1Eh9xd0lKd,65,['Lady Gaga'],['1HY2Jd0NmPuamShAr6KMms'],"[['art pop', 'dance pop', 'pop']]",[88],False,[20502345],Chromatica,05c49JgPmL4Uz2ZeqRx5SP,0.658,0.878,1,-3.875,1,0.00792,0.0,0.944,0.683,122.015,186653,4
3493,Chromatica III,6kXRZSe28BawCiEdME8YLk,11,['Lady Gaga'],['1HY2Jd0NmPuamShAr6KMms'],"[['art pop', 'dance pop', 'pop']]",[88],False,[20502345],Chromatica,05c49JgPmL4Uz2ZeqRx5SP,0.493,0.373,5,-12.475,1,0.952,0.981,0.396,0.565,121.454,27667,1
3494,Sine From Above (with Elton John),0zzsyWc45eUcSjw4FNHxeN,60,"['Lady Gaga', 'Elton John']",['1HY2Jd0NmPuamShAr6KMms'],"[['art pop', 'dance pop', 'pop']]",[88],False,[20502345],Chromatica,05c49JgPmL4Uz2ZeqRx5SP,0.642,0.792,0,-5.746,0,0.158,9.84e-06,0.68,0.0903,122.965,244880,4
3495,1000 Doves,62hTXlVQacy3pjBW4ntRPl,57,['Lady Gaga'],['1HY2Jd0NmPuamShAr6KMms'],"[['art pop', 'dance pop', 'pop']]",[88],False,[20502345],Chromatica,05c49JgPmL4Uz2ZeqRx5SP,0.668,0.826,9,-4.466,1,0.0236,1.07e-05,0.474,0.388,122.973,215480,4
3496,Babylon,5DttNeiizFqWUON9hZBqTY,61,['Lady Gaga'],['1HY2Jd0NmPuamShAr6KMms'],"[['art pop', 'dance pop', 'pop']]",[88],False,[20502345],Chromatica,05c49JgPmL4Uz2ZeqRx5SP,0.698,0.799,2,-4.372,1,0.0129,5.46e-06,0.215,0.351,115.957,161733,4
3497,God's Country,4TCeFZNjGNQIpCuZmJkkE2,67,['Blake Shelton'],['1UTPBmNbXNTittyMJrNkvw'],"[['contemporary country', 'country', 'country road', 'oklahoma country']]",[80],False,[6191032],Fully Loaded: God's Country,4Kd33JPxTOcjTM29FrKoyT,0.536,0.754,10,-5.102,1,0.0597,4.92e-06,0.118,0.212,139.988,204800,4
3498,Hell Right (feat. Trace Adkins),02jGo2FGICuwh0WnFSiLuG,57,"['Blake Shelton', 'Trace Adkins']",['1UTPBmNbXNTittyMJrNkvw'],"[['contemporary country', 'country', 'country road', 'oklahoma country']]",[80],False,[6191032],Fully Loaded: God's Country,4Kd33JPxTOcjTM29FrKoyT,0.547,0.829,2,-6.156,1,0.085,1.67e-05,0.132,0.53,75.966,208373,4
3499,Nobody But You (Duet with Gwen Stefani),5M8goiFYynmNxhueYW6grR,69,"['Blake Shelton', 'Gwen Stefani']",['1UTPBmNbXNTittyMJrNkvw'],"[['contemporary country', 'country', 'country road', 'oklahoma country']]",[80],False,[6191032],Fully Loaded: God's Country,4Kd33JPxTOcjTM29FrKoyT,0.463,0.653,0,-5.515,1,0.111,0.000136,0.172,0.233,143.912,194867,4
3500,Came Here to Forget,54OyGgExbt4NYv3WzdMsot,41,['Blake Shelton'],['1UTPBmNbXNTittyMJrNkvw'],"[['contemporary country', 'country', 'country road', 'oklahoma country']]",[80],False,[6191032],Fully Loaded: God's Country,4Kd33JPxTOcjTM29FrKoyT,0.612,0.673,1,-6.817,0,0.345,7.59e-06,0.109,0.498,130.028,221667,4
3501,She's Got a Way with Words,5Wz4pQ08mczUMZTb4JLq0B,39,['Blake Shelton'],['1UTPBmNbXNTittyMJrNkvw'],"[['contemporary country', 'country', 'country road', 'oklahoma country']]",[80],False,[6191032],Fully Loaded: God's Country,4Kd33JPxTOcjTM29FrKoyT,0.62,0.692,3,-5.943,1,0.318,1.07e-05,0.082,0.688,148.987,192027,4
3502,A Guy with a Girl,0ODX5aqq2yfXPhFuoqimWZ,41,['Blake Shelton'],['1UTPBmNbXNTittyMJrNkvw'],"[['contemporary country', 'country', 'country road', 'oklahoma country']]",[80],False,[6191032],Fully Loaded: God's Country,4Kd33JPxTOcjTM29FrKoyT,0.549,0.891,0,-4.632,1,0.0132,0.0,0.11,0.809,163.969,191133,4
3503,Every Time I Hear That Song,10ekD39lGMp29mzPlDgVqM,38,['Blake Shelton'],['1UTPBmNbXNTittyMJrNkvw'],"[['contemporary country', 'country', 'country road', 'oklahoma country']]",[80],False,[6191032],Fully Loaded: God's Country,4Kd33JPxTOcjTM29FrKoyT,0.525,0.744,2,-5.429,1,0.0458,3e-06,0.105,0.515,155.896,216640,4
3504,I'll Name the Dogs,3Q7AWxwM1ccLmx3B7uBr8a,40,['Blake Shelton'],['1UTPBmNbXNTittyMJrNkvw'],"[['contemporary country', 'country', 'country road', 'oklahoma country']]",[80],False,[6191032],Fully Loaded: God's Country,4Kd33JPxTOcjTM29FrKoyT,0.475,0.857,4,-5.862,1,0.183,5.38e-06,0.223,0.741,168.036,183507,4
3505,I Lived It,59MEbeyeEoKWSIEw7DL0mg,39,['Blake Shelton'],['1UTPBmNbXNTittyMJrNkvw'],"[['contemporary country', 'country', 'country road', 'oklahoma country']]",[80],False,[6191032],Fully Loaded: God's Country,4Kd33JPxTOcjTM29FrKoyT,0.559,0.58,10,-8.076,1,0.549,0.00197,0.101,0.389,80.993,218053,4
3506,Turnin' Me On,5u2JDYpWE1uN3oKEmqxGNe,38,['Blake Shelton'],['1UTPBmNbXNTittyMJrNkvw'],"[['contemporary country', 'country', 'country road', 'oklahoma country']]",[80],False,[6191032],Fully Loaded: God's Country,4Kd33JPxTOcjTM29FrKoyT,0.622,0.719,11,-7.02,0,0.29,2.45e-06,0.0993,0.279,111.053,289560,4
3507,Jesus Got a Tight Grip,0sbgUEoNKHzfzreg2Rx6aR,37,['Blake Shelton'],['1UTPBmNbXNTittyMJrNkvw'],"[['contemporary country', 'country', 'country road', 'oklahoma country']]",[80],False,[6191032],Fully Loaded: God's Country,4Kd33JPxTOcjTM29FrKoyT,0.49,0.834,4,-5.653,1,0.0106,0.0,0.2,0.676,152.063,200160,4
3508,Tequila Sheila,6jPbF8jopvW1PsBhSG3pfP,34,['Blake Shelton'],['1UTPBmNbXNTittyMJrNkvw'],"[['contemporary country', 'country', 'country road', 'oklahoma country']]",[80],False,[6191032],Fully Loaded: God's Country,4Kd33JPxTOcjTM29FrKoyT,0.495,0.728,9,-6.601,1,0.00156,2.35e-06,0.694,0.613,88.882,264787,4
3509,Shameless,2ogKhhoMClkFXek7ZgxAhN,66,['Camila Cabello'],['4nDoRrQiYLoBzwC5BhVJzF'],"[['dance pop', 'pop', 'post-teen pop']]",[86],False,[24836906],Romance,3Vsbl0diFGw8HNSjG8ue9m,0.377,0.651,4,-5.437,0,0.0197,5.31e-05,0.174,0.0851,129.607,219742,4
3510,Living Proof,4jFD7byoPdGkEdjHLMduR9,57,['Camila Cabello'],['4nDoRrQiYLoBzwC5BhVJzF'],"[['dance pop', 'pop', 'post-teen pop']]",[86],False,[24836906],Romance,3Vsbl0diFGw8HNSjG8ue9m,0.735,0.514,7,-5.464,1,0.109,0.0,0.359,0.517,77.566,194440,4
