track_name,track_id,track_popularity,track_artists,track_artists_ids,track_artists_genres,track_artists_popularity,track_explicit,track_artists_followers,album_name,album_id,danceability,energy,key,speechiness,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Bed (feat. Ariana Grande),3L4GsGLgxpHieVQH86H8bv,67,"['Nicki Minaj', 'Ariana Grande']",['0hCNtLu0JehylgoiP8L4Gh'],"['dance pop', 'hip pop', 'pop', 'pop rap', 'queens hip hop']",[89],True,[23810168],Queen,2acDkDTWdNFie1HjcFa4Ny,0.757,0.73,7,0.185,-6.304,1,0.0342,5.87e-05,0.136,0.452,90.013,189533,4
Thought I Knew You (feat. The Weeknd),5vAEnWrHxLv78uwZrAJcX6,48,"['Nicki Minaj', 'The Weeknd']",['0hCNtLu0JehylgoiP8L4Gh'],"['dance pop', 'hip pop', 'pop', 'pop rap', 'queens hip hop']",[89],True,[23810168],Queen,2acDkDTWdNFie1HjcFa4Ny,0.77,0.715,1,0.045,-5.92,1,0.0373,0.0018,0.0959,0.468,150.027,198280,4
Run & Hide,3yRtCntPrFnfYgiqn1He2o,43,['Nicki Minaj'],['0hCNtLu0JehylgoiP8L4Gh'],"['dance pop', 'hip pop', 'pop', 'pop rap', 'queens hip hop']",[89],True,[23810168],Queen,2acDkDTWdNFie1HjcFa4Ny,0.806,0.416,4,0.478,-8.032,0,0.0886,0.198,0.11,0.317,173.886,154600,4
Chun Swae (feat. Swae Lee),03It1uO69CjGWP3yyVe465,64,"['Nicki Minaj', 'Swae Lee']",['0hCNtLu0JehylgoiP8L4Gh'],"['dance pop', 'hip pop', 'pop', 'pop rap', 'queens hip hop']",[89],True,[23810168],Queen,2acDkDTWdNFie1HjcFa4Ny,0.851,0.421,10,0.0644,-8.022,0,0.0654,0.00141,0.136,0.21,140.992,370440,4
Chun-Li,1e4rwBPVI32vZtTJu7mJ4J,72,['Nicki Minaj'],['0hCNtLu0JehylgoiP8L4Gh'],"['dance pop', 'hip pop', 'pop', 'pop rap', 'queens hip hop']",[89],True,[23810168],Queen,2acDkDTWdNFie1HjcFa4Ny,0.686,0.73,6,0.374,-5.077,0,0.278,4.76e-05,0.106,0.474,128.943,191600,5
LLC,7CKR3FcBqSsGcgce0ECe1z,55,['Nicki Minaj'],['0hCNtLu0JehylgoiP8L4Gh'],"['dance pop', 'hip pop', 'pop', 'pop rap', 'queens hip hop']",[89],True,[23810168],Queen,2acDkDTWdNFie1HjcFa4Ny,0.836,0.756,10,0.124,-5.441,0,0.0524,0.0291,0.0606,0.803,153.989,221853,4
Good Form,19Fcrc0nJiwMKom00gS9SW,63,['Nicki Minaj'],['0hCNtLu0JehylgoiP8L4Gh'],"['dance pop', 'hip pop', 'pop', 'pop rap', 'queens hip hop']",[89],True,[23810168],Queen,2acDkDTWdNFie1HjcFa4Ny,0.88,0.775,7,0.0953,-5.133,1,0.113,0.00264,0.0943,0.284,96.503,199400,4
Nip Tuck,3gTp4KG5WhiXUV3Q7OGBnD,43,['Nicki Minaj'],['0hCNtLu0JehylgoiP8L4Gh'],"['dance pop', 'hip pop', 'pop', 'pop rap', 'queens hip hop']",[89],True,[23810168],Queen,2acDkDTWdNFie1HjcFa4Ny,0.845,0.618,8,0.2,-7.086,1,0.0149,0.0,0.196,0.366,119.944,207267,4
2 Lit 2 Late Interlude,43RSiN5Os4MiYwj3fNVomY,40,['Nicki Minaj'],['0hCNtLu0JehylgoiP8L4Gh'],"['dance pop', 'hip pop', 'pop', 'pop rap', 'queens hip hop']",[89],True,[23810168],Queen,2acDkDTWdNFie1HjcFa4Ny,0.758,0.358,0,0.0976,-7.024,1,0.158,0.0,0.126,0.126,100.798,55267,5
Come See About Me,2PiPXo7l8Vozdt9QZk1Lvw,44,['Nicki Minaj'],['0hCNtLu0JehylgoiP8L4Gh'],"['dance pop', 'hip pop', 'pop', 'pop rap', 'queens hip hop']",[89],True,[23810168],Queen,2acDkDTWdNFie1HjcFa4Ny,0.506,0.611,1,0.0866,-5.498,1,0.316,4.65e-05,0.136,0.372,78.694,246240,4
Sir (feat. Future),3ig3X70suAwUn4oDnQaMru,48,"['Nicki Minaj', 'Future']",['0hCNtLu0JehylgoiP8L4Gh'],"['dance pop', 'hip pop', 'pop', 'pop rap', 'queens hip hop']",[89],True,[23810168],Queen,2acDkDTWdNFie1HjcFa4Ny,0.697,0.493,11,0.152,-7.57,1,0.343,0.00015,0.206,0.146,142.982,224893,4
Miami,1DfASEEKVByFKTgCArlkS5,45,['Nicki Minaj'],['0hCNtLu0JehylgoiP8L4Gh'],"['dance pop', 'hip pop', 'pop', 'pop rap', 'queens hip hop']",[89],True,[23810168],Queen,2acDkDTWdNFie1HjcFa4Ny,0.878,0.54,10,0.411,-7.084,1,0.217,0.00186,0.562,0.729,157.015,190747,4
Coco Chanel (feat. Foxy Brown),5NjcvFJsahRqqSvNvTVJX4,49,"['Nicki Minaj', 'Foxy Brown']",['0hCNtLu0JehylgoiP8L4Gh'],"['dance pop', 'hip pop', 'pop', 'pop rap', 'queens hip hop']",[89],True,[23810168],Queen,2acDkDTWdNFie1HjcFa4Ny,0.756,0.881,1,0.159,-4.115,1,0.132,0.000528,0.63,0.596,121.292,224933,3
Inspirations Outro,2OsWux5YbFZcC1MSTkUh3G,41,['Nicki Minaj'],['0hCNtLu0JehylgoiP8L4Gh'],"['dance pop', 'hip pop', 'pop', 'pop rap', 'queens hip hop']",[89],True,[23810168],Queen,2acDkDTWdNFie1HjcFa4Ny,0.743,0.923,0,0.152,-4.708,1,0.036,0.0355,0.271,0.404,90.995,58160,4
42,6Yl2Ll3Bc8MqDQg13JinaG,49,['Mumford & Sons'],['3gd8FJtBJtkRxdfbTu19U2'],"['modern folk rock', 'modern rock', 'pop rock', 'stomp and holler', 'uk americana']",[76],False,[6216441],Delta,4cKEpUZp7REMrSjd4ICCZz,0.317,0.481,5,0.0384,-9.572,1,0.203,0.00132,0.139,0.275,175.871,240938,4
Guiding Light,4VeCmOb1rAEZQfH7Rlms9C,59,['Mumford & Sons'],['3gd8FJtBJtkRxdfbTu19U2'],"['modern folk rock', 'modern rock', 'pop rock', 'stomp and holler', 'uk americana']",[76],False,[6216441],Delta,4cKEpUZp7REMrSjd4ICCZz,0.551,0.685,7,0.0421,-8.649,1,0.0547,1.18e-05,0.0743,0.289,100.05,217633,4
Woman,4LngVAmigX4WrBEDfonBlU,60,['Mumford & Sons'],['3gd8FJtBJtkRxdfbTu19U2'],"['modern folk rock', 'modern rock', 'pop rock', 'stomp and holler', 'uk americana']",[76],False,[6216441],Delta,4cKEpUZp7REMrSjd4ICCZz,0.587,0.514,1,0.0394,-11.924,0,0.64,0.391,0.11,0.15,156.948,274553,4
Beloved,4XzBJwWmmvBP1I8y4sY4g4,56,['Mumford & Sons'],['3gd8FJtBJtkRxdfbTu19U2'],"['modern folk rock', 'modern rock', 'pop rock', 'stomp and holler', 'uk americana']",[76],False,[6216441],Delta,4cKEpUZp7REMrSjd4ICCZz,0.454,0.761,2,0.0447,-7.57,1,0.00509,0.0453,0.185,0.308,191.898,265096,4
The Wild,2ESez6ulvVt2zvJJH3ENRD,50,['Mumford & Sons'],['3gd8FJtBJtkRxdfbTu19U2'],"['modern folk rock', 'modern rock', 'pop rock', 'stomp and holler', 'uk americana']",[76],False,[6216441],Delta,4cKEpUZp7REMrSjd4ICCZz,0.464,0.255,0,0.0322,-14.423,1,0.735,0.619,0.2,0.0692,131.931,331693,4
October Skies,3Y9ZyBUDTVcgvhEtCfiXh7,51,['Mumford & Sons'],['3gd8FJtBJtkRxdfbTu19U2'],"['modern folk rock', 'modern rock', 'pop rock', 'stomp and holler', 'uk americana']",[76],False,[6216441],Delta,4cKEpUZp7REMrSjd4ICCZz,0.548,0.165,0,0.039,-16.491,1,0.839,0.0217,0.0664,0.0389,77.614,223686,4
Slip Away,2eBbQ7FKWW4OQhWylDI5sw,50,['Mumford & Sons'],['3gd8FJtBJtkRxdfbTu19U2'],"['modern folk rock', 'modern rock', 'pop rock', 'stomp and holler', 'uk americana']",[76],False,[6216441],Delta,4cKEpUZp7REMrSjd4ICCZz,0.523,0.581,2,0.0365,-8.534,1,0.146,0.0727,0.103,0.211,81.55,295156,4
Rose Of Sharon,6QGb8pyepToNZDcZcTM6or,48,['Mumford & Sons'],['3gd8FJtBJtkRxdfbTu19U2'],"['modern folk rock', 'modern rock', 'pop rock', 'stomp and holler', 'uk americana']",[76],False,[6216441],Delta,4cKEpUZp7REMrSjd4ICCZz,0.671,0.551,2,0.0363,-9.843,1,0.334,0.00791,0.0874,0.458,139.981,203701,4
Picture You,53q7oGxYDo1R4mPclmbUsz,47,['Mumford & Sons'],['3gd8FJtBJtkRxdfbTu19U2'],"['modern folk rock', 'modern rock', 'pop rock', 'stomp and holler', 'uk americana']",[76],False,[6216441],Delta,4cKEpUZp7REMrSjd4ICCZz,0.641,0.534,6,0.0919,-10.704,1,0.424,0.00761,0.179,0.317,159.891,243236,4
Darkness Visible,1c3BWKGVx04OlqHgSmgeud,41,['Mumford & Sons'],['3gd8FJtBJtkRxdfbTu19U2'],"['modern folk rock', 'modern rock', 'pop rock', 'stomp and holler', 'uk americana']",[76],False,[6216441],Delta,4cKEpUZp7REMrSjd4ICCZz,0.383,0.591,11,0.0788,-9.382,0,0.0961,0.829,0.0722,0.212,160.317,191025,4
If I Say,5TKoiKYuXhHG90uESCz4dg,46,['Mumford & Sons'],['3gd8FJtBJtkRxdfbTu19U2'],"['modern folk rock', 'modern rock', 'pop rock', 'stomp and holler', 'uk americana']",[76],False,[6216441],Delta,4cKEpUZp7REMrSjd4ICCZz,0.43,0.466,2,0.0351,-10.325,0,0.263,0.0139,0.0964,0.0519,99.983,269868,4
Wild Heart,26kwgXj3E6v59pFuAQrb1f,44,['Mumford & Sons'],['3gd8FJtBJtkRxdfbTu19U2'],"['modern folk rock', 'modern rock', 'pop rock', 'stomp and holler', 'uk americana']",[76],False,[6216441],Delta,4cKEpUZp7REMrSjd4ICCZz,0.508,0.23,7,0.0463,-14.427,0,0.874,0.00212,0.126,0.229,81.896,305427,4
Forever,0VdIHp2hF3mFXnr2Slh6V6,53,['Mumford & Sons'],['3gd8FJtBJtkRxdfbTu19U2'],"['modern folk rock', 'modern rock', 'pop rock', 'stomp and holler', 'uk americana']",[76],False,[6216441],Delta,4cKEpUZp7REMrSjd4ICCZz,0.46,0.347,11,0.0359,-10.364,1,0.398,0.000603,0.116,0.103,137.784,276780,4
Delta,1wnVYFmT4wXCFjCzp1CrAN,51,['Mumford & Sons'],['3gd8FJtBJtkRxdfbTu19U2'],"['modern folk rock', 'modern rock', 'pop rock', 'stomp and holler', 'uk americana']",[76],False,[6216441],Delta,4cKEpUZp7REMrSjd4ICCZz,0.491,0.411,2,0.0456,-11.001,1,0.135,0.00252,0.0527,0.185,119.483,376240,4
Best 4 U,2Jb8usKfiCWRhRt5lj6Hfd,8,['Maroon 5'],['04gDigrS5kc9YWfZHwBETP'],"['pop', 'pop rock']",[89],False,[34828939],Red Pill Blues (Deluxe),2EHdZj0rUnWRPuHARw69m7,0.526,0.608,10,0.169,-5.776,0,0.127,0.0,0.113,0.372,93.311,239751,4
What Lovers Do (feat. SZA),36m69TBk48J7z7Ri3cLOrx,19,"['Maroon 5', 'SZA']",['04gDigrS5kc9YWfZHwBETP'],"['pop', 'pop rock']",[89],False,[34828939],Red Pill Blues (Deluxe),2EHdZj0rUnWRPuHARw69m7,0.799,0.597,5,0.0611,-5.131,0,0.0788,5.66e-06,0.1,0.419,110.001,199849,4
Wait,0aUoRpdC3LRKtgRtEy5QoZ,15,['Maroon 5'],['04gDigrS5kc9YWfZHwBETP'],"['pop', 'pop rock']",[89],False,[34828939],Red Pill Blues (Deluxe),2EHdZj0rUnWRPuHARw69m7,0.655,0.603,8,0.0555,-5.014,1,0.0959,0.0,0.107,0.452,126.088,190643,4
Lips On You,6DbUiturIlSaW7eFTHaJne,12,['Maroon 5'],['04gDigrS5kc9YWfZHwBETP'],"['pop', 'pop rock']",[89],False,[34828939],Red Pill Blues (Deluxe),2EHdZj0rUnWRPuHARw69m7,0.652,0.555,9,0.032,-6.608,1,0.137,2.18e-05,0.09,0.107,103.043,216931,4
Bet My Heart,5v1WH2HF3Z0xoYT5VQcA7W,6,['Maroon 5'],['04gDigrS5kc9YWfZHwBETP'],"['pop', 'pop rock']",[89],False,[34828939],Red Pill Blues (Deluxe),2EHdZj0rUnWRPuHARw69m7,0.759,0.604,8,0.051,-6.663,0,0.141,0.0,0.149,0.418,121.096,196121,4
Help Me Out (with Julia Michaels),4e43eZ117MxaDBbYZZFhZG,8,"['Maroon 5', 'Julia Michaels']",['04gDigrS5kc9YWfZHwBETP'],"['pop', 'pop rock']",[89],False,[34828939],Red Pill Blues (Deluxe),2EHdZj0rUnWRPuHARw69m7,0.934,0.564,11,0.0638,-4.806,1,0.461,1.84e-05,0.101,0.543,115.092,193604,4
Who I Am (feat. LunchMoney Lewis),0QHLNuD6YcDMC4ve7IkKcP,7,"['Maroon 5', 'LunchMoney Lewis']",['04gDigrS5kc9YWfZHwBETP'],"['pop', 'pop rock']",[89],False,[34828939],Red Pill Blues (Deluxe),2EHdZj0rUnWRPuHARw69m7,0.812,0.67,5,0.0901,-4.008,1,0.172,3.29e-06,0.253,0.654,125.087,183427,4
Whiskey (feat. A$AP Rocky),4oCgXGrLaCrYho9HWtH20f,8,"['Maroon 5', 'A$AP Rocky']",['04gDigrS5kc9YWfZHwBETP'],"['pop', 'pop rock']",[89],False,[34828939],Red Pill Blues (Deluxe),2EHdZj0rUnWRPuHARw69m7,0.604,0.405,10,0.0597,-8.279,1,0.735,0.0,0.105,0.0861,103.98,210422,4
Girls Like You,3j36w2RY7uyBFWkcG8MKmB,22,['Maroon 5'],['04gDigrS5kc9YWfZHwBETP'],"['pop', 'pop rock']",[89],False,[34828939],Red Pill Blues (Deluxe),2EHdZj0rUnWRPuHARw69m7,0.728,0.448,0,0.0541,-7.508,1,0.6,1.11e-06,0.131,0.385,62.526,214425,4
Closure,5fRrGOsD7cnxPWtn4QO5KJ,8,['Maroon 5'],['04gDigrS5kc9YWfZHwBETP'],"['pop', 'pop rock']",[89],False,[34828939],Red Pill Blues (Deluxe),2EHdZj0rUnWRPuHARw69m7,0.748,0.813,0,0.0704,-6.687,0,0.183,0.0518,0.424,0.445,116.962,688742,4
Denim Jacket,1qr4vfW6DMumTA6ELhHym4,14,['Maroon 5'],['04gDigrS5kc9YWfZHwBETP'],"['pop', 'pop rock']",[89],False,[34828939],Red Pill Blues (Deluxe),2EHdZj0rUnWRPuHARw69m7,0.778,0.619,1,0.068,-5.361,1,0.182,0.0,0.0947,0.288,118.019,232551,4
Visions,47cxjHE4LyC11tCfyMf73K,10,['Maroon 5'],['04gDigrS5kc9YWfZHwBETP'],"['pop', 'pop rock']",[89],False,[34828939],Red Pill Blues (Deluxe),2EHdZj0rUnWRPuHARw69m7,0.594,0.762,0,0.0581,-5.457,1,0.0536,0.0,0.127,0.574,154.791,230728,4
Plastic Rose,65EGHdcy3Uj8JM72irJE3j,6,['Maroon 5'],['04gDigrS5kc9YWfZHwBETP'],"['pop', 'pop rock']",[89],False,[34828939],Red Pill Blues (Deluxe),2EHdZj0rUnWRPuHARw69m7,0.666,0.736,11,0.137,-5.363,0,0.00539,0.0,0.0613,0.477,110.389,222885,4
Don't Wanna Know (feat. Kendrick Lamar),6O6gUYymyxx9NHVUHztmqx,17,"['Maroon 5', 'Kendrick Lamar']",['04gDigrS5kc9YWfZHwBETP'],"['pop', 'pop rock']",[89],False,[34828939],Red Pill Blues (Deluxe),2EHdZj0rUnWRPuHARw69m7,0.783,0.61,7,0.0696,-6.124,1,0.343,0.0,0.0983,0.418,100.047,214265,4
Cold (feat. Future),2fwd2QFWRK4l2oF44iGchC,36,"['Maroon 5', 'Future']",['04gDigrS5kc9YWfZHwBETP'],"['pop', 'pop rock']",[89],False,[34828939],Red Pill Blues (Deluxe),2EHdZj0rUnWRPuHARw69m7,0.699,0.714,9,0.0948,-6.333,0,0.131,0.0,0.0553,0.453,99.917,234308,4
Girls Like You (feat. Cardi B),04GKRudrMjdPdX10873SAM,45,"['Maroon 5', 'Cardi B']",['04gDigrS5kc9YWfZHwBETP'],"['pop', 'pop rock']",[89],False,[34828939],Red Pill Blues (Deluxe),2EHdZj0rUnWRPuHARw69m7,0.613,0.522,0,0.115,-6.814,1,0.567,0.0,0.13,0.447,59.406,235545,4
Craving You,2d48mamATjby7wgPjdrSOQ,66,"['Thomas Rhett', 'Maren Morris']",['6x2LnllRG5uGarZMsD4iO8'],"['contemporary country', 'country', 'country road', 'modern country rock']",[77],False,[4010617],Life Changes,4w5Jvreahp3yvLqc4vCr9I,0.613,0.839,9,0.0352,-3.799,0,0.000854,0.0,0.341,0.526,104.975,223627,4
Unforgettable,30MM5jWpUmOxtTNd9Ey5LZ,69,['Thomas Rhett'],['6x2LnllRG5uGarZMsD4iO8'],"['contemporary country', 'country', 'country road', 'modern country rock']",[77],False,[4010617],Life Changes,4w5Jvreahp3yvLqc4vCr9I,0.661,0.75,7,0.0314,-5.497,1,0.0303,0.000132,0.0849,0.828,130.077,157080,4
Sixteen,3pJkBPHadRAxBBo484RipI,63,['Thomas Rhett'],['6x2LnllRG5uGarZMsD4iO8'],"['contemporary country', 'country', 'country road', 'modern country rock']",[77],False,[4010617],Life Changes,4w5Jvreahp3yvLqc4vCr9I,0.705,0.531,1,0.0281,-7.031,1,0.0135,2.11e-06,0.165,0.425,107.013,178333,4
Drink A Little Beer,1mJFIsUzfbeh0KBuXLVe16,46,"['Thomas Rhett', 'Rhett Akins']",['6x2LnllRG5uGarZMsD4iO8'],"['contemporary country', 'country', 'country road', 'modern country rock']",[77],False,[4010617],Life Changes,4w5Jvreahp3yvLqc4vCr9I,0.336,0.824,9,0.253,-4.653,1,0.00752,0.0,0.322,0.783,168.08,214680,4
Marry Me,0OWZFobGSIW9GrSlQ9C5pc,71,['Thomas Rhett'],['6x2LnllRG5uGarZMsD4iO8'],"['contemporary country', 'country', 'country road', 'modern country rock']",[77],False,[4010617],Life Changes,4w5Jvreahp3yvLqc4vCr9I,0.333,0.412,3,0.029,-8.633,1,0.0977,0.0,0.113,0.474,85.028,205453,4
Leave Right Now,0wyja8xD9cNhDtfuY0dVMP,51,['Thomas Rhett'],['6x2LnllRG5uGarZMsD4iO8'],"['contemporary country', 'country', 'country road', 'modern country rock']",[77],False,[4010617],Life Changes,4w5Jvreahp3yvLqc4vCr9I,0.515,0.587,4,0.0383,-7.136,1,0.00662,0.0,0.14,0.361,148.044,195667,4
Smooth Like The Summer,673kHtQzMDr8eZtcawrfgh,42,['Thomas Rhett'],['6x2LnllRG5uGarZMsD4iO8'],"['contemporary country', 'country', 'country road', 'modern country rock']",[77],False,[4010617],Life Changes,4w5Jvreahp3yvLqc4vCr9I,0.587,0.86,6,0.032,-5.759,0,0.00324,0.00598,0.207,0.88,130.058,167813,4
Life Changes,4Vxu50qVrQcycjRyJQaZLC,64,['Thomas Rhett'],['6x2LnllRG5uGarZMsD4iO8'],"['contemporary country', 'country', 'country road', 'modern country rock']",[77],False,[4010617],Life Changes,4w5Jvreahp3yvLqc4vCr9I,0.687,0.845,7,0.0576,-4.37,1,0.1,0.0,0.0452,0.809,87.972,190227,4
When You Look Like That,35sFGUnvLP2LPHzmdwsq40,47,['Thomas Rhett'],['6x2LnllRG5uGarZMsD4iO8'],"['contemporary country', 'country', 'country road', 'modern country rock']",[77],False,[4010617],Life Changes,4w5Jvreahp3yvLqc4vCr9I,0.604,0.711,9,0.0397,-5.018,1,0.00739,1.17e-06,0.13,0.882,140.058,202907,4
Sweetheart,6BSLkNSWTWzaC2wbBlD2QI,51,['Thomas Rhett'],['6x2LnllRG5uGarZMsD4iO8'],"['contemporary country', 'country', 'country road', 'modern country rock']",[77],False,[4010617],Life Changes,4w5Jvreahp3yvLqc4vCr9I,0.606,0.713,0,0.0244,-6.472,0,0.0213,1.98e-06,0.358,0.811,108.987,205267,3
Kiss Me Like A Stranger,2U57XZh5CgCjqb9VaU9ynm,41,['Thomas Rhett'],['6x2LnllRG5uGarZMsD4iO8'],"['contemporary country', 'country', 'country road', 'modern country rock']",[77],False,[4010617],Life Changes,4w5Jvreahp3yvLqc4vCr9I,0.729,0.468,1,0.0284,-7.016,1,0.397,0.000126,0.124,0.76,131.979,226627,4
Renegades,27rPYvYisboZwKnIiX2cug,41,['Thomas Rhett'],['6x2LnllRG5uGarZMsD4iO8'],"['contemporary country', 'country', 'country road', 'modern country rock']",[77],False,[4010617],Life Changes,4w5Jvreahp3yvLqc4vCr9I,0.57,0.808,9,0.0347,-5.682,1,0.000216,2.45e-06,0.171,0.465,126.975,222640,4
Gateway Love,1OlDnyauZ0kTdD7AhzoNJC,41,['Thomas Rhett'],['6x2LnllRG5uGarZMsD4iO8'],"['contemporary country', 'country', 'country road', 'modern country rock']",[77],False,[4010617],Life Changes,4w5Jvreahp3yvLqc4vCr9I,0.688,0.599,0,0.0423,-7.083,1,0.0799,1.41e-06,0.0763,0.567,91.003,206507,4
Grave,0rpwb2kLgS6KAZsostOj1O,52,['Thomas Rhett'],['6x2LnllRG5uGarZMsD4iO8'],"['contemporary country', 'country', 'country road', 'modern country rock']",[77],False,[4010617],Life Changes,4w5Jvreahp3yvLqc4vCr9I,0.549,0.622,5,0.0289,-5.504,1,0.0438,0.0,0.166,0.555,141.804,193680,4
Overdose,3A1BaBGT3HgzuDrV9pgX9v,58,['YoungBoy Never Broke Again'],['7wlFDEWiM5OoIAt8RSli8b'],"['baton rouge rap', 'trap']",[87],True,[8110155],Until Death Call My Name (Reloaded),1xFoRn9DxZXwPjEdGnw800,0.809,0.845,10,0.352,-5.843,0,0.224,0.0,0.638,0.67,90.015,176990,4
Preach,45RbAX2KxbPdNwUgeYA69j,54,['YoungBoy Never Broke Again'],['7wlFDEWiM5OoIAt8RSli8b'],"['baton rouge rap', 'trap']",[87],True,[8110155],Until Death Call My Name (Reloaded),1xFoRn9DxZXwPjEdGnw800,0.731,0.675,8,0.247,-4.771,0,0.175,0.0,0.213,0.381,155.049,236071,4
Diamond Teeth Samurai,1k7KigfkZh2Xb6khqV1a0K,56,['YoungBoy Never Broke Again'],['7wlFDEWiM5OoIAt8RSli8b'],"['baton rouge rap', 'trap']",[87],True,[8110155],Until Death Call My Name (Reloaded),1xFoRn9DxZXwPjEdGnw800,0.799,0.659,10,0.272,-5.593,0,0.00451,0.0,0.13,0.256,177.957,162488,4
Outside Today,3sA7HKGzcKTVscdiTCrWpX,69,['YoungBoy Never Broke Again'],['7wlFDEWiM5OoIAt8RSli8b'],"['baton rouge rap', 'trap']",[87],True,[8110155],Until Death Call My Name (Reloaded),1xFoRn9DxZXwPjEdGnw800,0.851,0.666,11,0.0694,-5.334,0,0.139,0.0,0.105,0.0585,134.068,129105,4
Astronaut Kid,3hg8SvlMLkm2lT3HXvU6Lf,54,['YoungBoy Never Broke Again'],['7wlFDEWiM5OoIAt8RSli8b'],"['baton rouge rap', 'trap']",[87],True,[8110155],Until Death Call My Name (Reloaded),1xFoRn9DxZXwPjEdGnw800,0.738,0.788,4,0.0435,-5.318,0,0.00764,0.0,0.355,0.307,155.078,185992,4
We Poppin' (feat. Birdman),3LIOgFJ7ZU3VzfIydq1Bfr,52,"['YoungBoy Never Broke Again', 'Birdman']",['7wlFDEWiM5OoIAt8RSli8b'],"['baton rouge rap', 'trap']",[87],True,[8110155],Until Death Call My Name (Reloaded),1xFoRn9DxZXwPjEdGnw800,0.719,0.608,8,0.166,-7.645,1,0.0215,0.0,0.362,0.234,77.919,245175,4
Solar Eclipse,0Jr4zQh5i3vrKFEcXrhhxl,63,['YoungBoy Never Broke Again'],['7wlFDEWiM5OoIAt8RSli8b'],"['baton rouge rap', 'trap']",[87],True,[8110155],Until Death Call My Name (Reloaded),1xFoRn9DxZXwPjEdGnw800,0.671,0.775,10,0.0667,-3.969,0,0.203,0.0,0.223,0.331,148.195,227060,4
Villain,4PPLQIqJ6xwBDGMyimEjvj,48,['YoungBoy Never Broke Again'],['7wlFDEWiM5OoIAt8RSli8b'],"['baton rouge rap', 'trap']",[87],True,[8110155],Until Death Call My Name (Reloaded),1xFoRn9DxZXwPjEdGnw800,0.749,0.801,2,0.298,-5.846,1,0.258,0.0,0.0832,0.571,147.01,169796,3
Traumatized,22DZ17SmXzOfWbsCH4gWvy,52,['YoungBoy Never Broke Again'],['7wlFDEWiM5OoIAt8RSli8b'],"['baton rouge rap', 'trap']",[87],True,[8110155],Until Death Call My Name (Reloaded),1xFoRn9DxZXwPjEdGnw800,0.716,0.737,3,0.409,-5.816,0,0.529,2.64e-06,0.102,0.657,73.968,128108,4
Worth It,6ywJZ4wOD6jcWREeIMkJzg,49,['YoungBoy Never Broke Again'],['7wlFDEWiM5OoIAt8RSli8b'],"['baton rouge rap', 'trap']",[87],True,[8110155],Until Death Call My Name (Reloaded),1xFoRn9DxZXwPjEdGnw800,0.754,0.634,1,0.0853,-6.443,1,0.0178,0.0,0.114,0.21,139.995,205788,3
Right or Wrong (feat. Future),6uq8S5lQwzRC4FIVUWhoeV,47,"['YoungBoy Never Broke Again', 'Future']",['7wlFDEWiM5OoIAt8RSli8b'],"['baton rouge rap', 'trap']",[87],True,[8110155],Until Death Call My Name (Reloaded),1xFoRn9DxZXwPjEdGnw800,0.674,0.617,5,0.381,-6.834,1,0.201,0.0,0.265,0.593,140.073,240247,4
Public Figure,4Wh97e2OMThwy7x3resYAq,46,['YoungBoy Never Broke Again'],['7wlFDEWiM5OoIAt8RSli8b'],"['baton rouge rap', 'trap']",[87],True,[8110155],Until Death Call My Name (Reloaded),1xFoRn9DxZXwPjEdGnw800,0.846,0.725,9,0.395,-4.773,1,0.0777,0.0,0.256,0.532,151.997,151579,4
Rags to Riches,5bA0R8kmbTA9QO4OahbLAe,49,['YoungBoy Never Broke Again'],['7wlFDEWiM5OoIAt8RSli8b'],"['baton rouge rap', 'trap']",[87],True,[8110155],Until Death Call My Name (Reloaded),1xFoRn9DxZXwPjEdGnw800,0.763,0.604,1,0.114,-5.754,1,0.0838,0.0,0.261,0.18,147.893,116757,4
Run It Up,18QTrXVbbjQcjbddgMECuD,50,['YoungBoy Never Broke Again'],['7wlFDEWiM5OoIAt8RSli8b'],"['baton rouge rap', 'trap']",[87],True,[8110155],Until Death Call My Name (Reloaded),1xFoRn9DxZXwPjEdGnw800,0.867,0.591,10,0.128,-5.48,0,0.172,1.09e-06,0.117,0.247,148.007,163401,4
R.I.P. (feat. Offset),0reLKqd7eytYsiFzhKfUEX,47,"['YoungBoy Never Broke Again', 'Offset']",['7wlFDEWiM5OoIAt8RSli8b'],"['baton rouge rap', 'trap']",[87],True,[8110155],Until Death Call My Name (Reloaded),1xFoRn9DxZXwPjEdGnw800,0.895,0.766,10,0.307,-4.93,0,0.0173,0.0,0.0975,0.416,81.483,158784,4
Rich Nigga (feat. Lil Uzi Vert),64YhfeTI1gvL2xRI9P7lXq,50,"['YoungBoy Never Broke Again', 'Lil Uzi Vert']",['7wlFDEWiM5OoIAt8RSli8b'],"['baton rouge rap', 'trap']",[87],True,[8110155],Until Death Call My Name (Reloaded),1xFoRn9DxZXwPjEdGnw800,0.82,0.87,6,0.216,-3.578,1,0.122,0.0,0.0678,0.823,80.022,145697,4
Thug Cry,4BAgREdoPNIGNn1KzXIbhR,47,['YoungBoy Never Broke Again'],['7wlFDEWiM5OoIAt8RSli8b'],"['baton rouge rap', 'trap']",[87],True,[8110155],Until Death Call My Name (Reloaded),1xFoRn9DxZXwPjEdGnw800,0.5,0.738,4,0.291,-5.827,0,0.00105,0.0,0.126,0.129,154.726,120000,4
