"Track","Popularity","Artists","Genre","Artist_Pop","Explicit","Artists_Followers","Album","danceability","energy","key","loudness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","Genre2","Misc","Rock","Pop","Hip-hop","Edm","Reggaeton","Indie","Christian","Country","Soul","Metal","Jazz","Folk","Latin","Funk","Easy_listening","R&B","Reggae","Show_tunes","Main_ArtistPop","Main_ArtistFollowers","Followers_combined"
"I'LL SEE YOU IN 40",62,"['Joji']","['alternative r&b', 'viral pop']","[84]",TRUE,"[5272396]","BALLADS 1",0.411,0.377,3,-9.553,0.347,0.765,0.222,0.0321,139.881,253781,4,"['R&B', 'Pop']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,84,5272396,5272396
"When I Fall in Love",62,"['Michael Bublé']","['adult standards', 'canadian pop', 'jazz pop', 'lounge']","[93]",FALSE,"[4944547]","love (Deluxe Edition)",0.228,0.342,0,-8.038,0.718,0.0136,0.162,0.0788,115.562,243507,4,"['Easy_listening', 'Pop', 'Jazz', 'Pop']",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,93,4944547,4944547
"I Only Have Eyes for You",60,"['Michael Bublé']","['adult standards', 'canadian pop', 'jazz pop', 'lounge']","[93]",FALSE,"[4944547]","love (Deluxe Edition)",0.693,0.435,7,-4.177,0.535,1.37e-06,0.24,0.488,117.593,202854,4,"['Easy_listening', 'Pop', 'Jazz', 'Pop']",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,93,4944547,4944547
"Love You Anymore",67,"['Michael Bublé']","['adult standards', 'canadian pop', 'jazz pop', 'lounge']","[93]",FALSE,"[4944547]","love (Deluxe Edition)",0.693,0.257,6,-7.785,0.869,0,0.11,0.603,90.012,182667,4,"['Easy_listening', 'Pop', 'Jazz', 'Pop']",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,93,4944547,4944547
"La vie en rose (feat. Cécile McLorin Salvant)",65,"['Michael Bublé', 'Cécile McLorin Salvant']","['adult standards', 'canadian pop', 'jazz pop', 'lounge']","[93]",FALSE,"[4944547]","love (Deluxe Edition)",0.459,0.267,0,-8.948,0.807,0,0.119,0.342,63.378,229963,4,"['Easy_listening', 'Pop', 'Jazz', 'Pop']",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,93,4944547,4944547
"My Funny Valentine",49,"['Michael Bublé']","['adult standards', 'canadian pop', 'jazz pop', 'lounge']","[93]",FALSE,"[4944547]","love (Deluxe Edition)",0.375,0.477,3,-7.215,0.656,4.21e-05,0.156,0.178,124.316,265655,3,"['Easy_listening', 'Pop', 'Jazz', 'Pop']",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,93,4944547,4944547
"Such a Night",58,"['Michael Bublé']","['adult standards', 'canadian pop', 'jazz pop', 'lounge']","[93]",FALSE,"[4944547]","love (Deluxe Edition)",0.433,0.739,1,-3.22,0.244,0,0.193,0.779,173.258,197160,4,"['Easy_listening', 'Pop', 'Jazz', 'Pop']",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,93,4944547,4944547
"Forever Now",62,"['Michael Bublé']","['adult standards', 'canadian pop', 'jazz pop', 'lounge']","[93]",FALSE,"[4944547]","love (Deluxe Edition)",0.477,0.377,2,-6.054,0.836,0,0.117,0.453,131.593,220248,4,"['Easy_listening', 'Pop', 'Jazz', 'Pop']",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,93,4944547,4944547
"Help Me Make It Through the Night (feat. Loren Allred)",60,"['Michael Bublé', 'Loren Allred']","['adult standards', 'canadian pop', 'jazz pop', 'lounge']","[93]",FALSE,"[4944547]","love (Deluxe Edition)",0.442,0.567,2,-5.207,0.493,0,0.114,0.439,78.998,222162,3,"['Easy_listening', 'Pop', 'Jazz', 'Pop']",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,93,4944547,4944547
"Unforgettable",62,"['Michael Bublé']","['adult standards', 'canadian pop', 'jazz pop', 'lounge']","[93]",FALSE,"[4944547]","love (Deluxe Edition)",0.442,0.489,5,-6.157,0.555,8.87e-06,0.117,0.326,91.179,188028,3,"['Easy_listening', 'Pop', 'Jazz', 'Pop']",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,93,4944547,4944547
"When You're Smiling",51,"['Michael Bublé']","['adult standards', 'canadian pop', 'jazz pop', 'lounge']","[93]",FALSE,"[4944547]","love (Deluxe Edition)",0.595,0.521,8,-4.196,0.576,0,0.151,0.499,75.587,170692,4,"['Easy_listening', 'Pop', 'Jazz', 'Pop']",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,93,4944547,4944547
"Where or When",57,"['Michael Bublé']","['adult standards', 'canadian pop', 'jazz pop', 'lounge']","[93]",FALSE,"[4944547]","love (Deluxe Edition)",0.224,0.3,2,-7.095,0.804,0.00102,0.339,0.213,129.544,185601,4,"['Easy_listening', 'Pop', 'Jazz', 'Pop']",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,93,4944547,4944547
"When You're Not Here",56,"['Michael Bublé']","['adult standards', 'canadian pop', 'jazz pop', 'lounge']","[93]",FALSE,"[4944547]","love (Deluxe Edition)",0.263,0.163,11,-11.077,0.913,0.00227,0.12,0.203,89.745,218262,3,"['Easy_listening', 'Pop', 'Jazz', 'Pop']",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,93,4944547,4944547
"I Get a Kick out of You",57,"['Michael Bublé']","['adult standards', 'canadian pop', 'jazz pop', 'lounge']","[93]",FALSE,"[4944547]","love (Deluxe Edition)",0.536,0.44,4,-4.235,0.43,0,0.12,0.548,86.621,177086,4,"['Easy_listening', 'Pop', 'Jazz', 'Pop']",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,93,4944547,4944547
"City Girls",69,"['YNW Melly']","['melodic rap', 'trap']","[80]",TRUE,"[6988715]","We All Shine",0.631,0.688,0,-8.733,0.127,0,0.105,0.383,139.922,173156,4,"['Hip-hop', 'Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,6988715,6988715
"No Heart",66,"['YNW Melly']","['melodic rap', 'trap']","[80]",TRUE,"[6988715]","We All Shine",0.76,0.568,9,-3.92,0.505,0,0.107,0.414,77.482,221419,4,"['Hip-hop', 'Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,6988715,6988715
"Rolling Loud",52,"['YNW Melly']","['melodic rap', 'trap']","[80]",TRUE,"[6988715]","We All Shine",0.764,0.474,9,-9.09,0.551,0,0.0459,0.151,132.005,204544,4,"['Hip-hop', 'Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,6988715,6988715
"Robbery",46,"['YNW Melly']","['melodic rap', 'trap']","[80]",TRUE,"[6988715]","We All Shine",0.76,0.552,8,-5.854,0.508,0,0.661,0.624,123.011,241584,4,"['Hip-hop', 'Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,6988715,6988715
"Beat A N*gga Block",47,"['YNW Melly']","['melodic rap', 'trap']","[80]",TRUE,"[6988715]","We All Shine",0.757,0.565,8,-7.366,0.376,0,0.461,0.318,164.8,146390,4,"['Hip-hop', 'Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,6988715,6988715
"Hold Up (Wait 1 Min)",46,"['YNW Melly']","['melodic rap', 'trap']","[80]",TRUE,"[6988715]","We All Shine",0.886,0.431,10,-10.408,0.19,0,0.112,0.472,139.882,231423,4,"['Hip-hop', 'Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,6988715,6988715
"No More",44,"['YNW Melly']","['melodic rap', 'trap']","[80]",TRUE,"[6988715]","We All Shine",0.589,0.447,10,-13.215,0.0425,0,0.106,0.304,129.855,222726,4,"['Hip-hop', 'Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,6988715,6988715
"No Holidays",46,"['YNW Melly']","['melodic rap', 'trap']","[80]",TRUE,"[6988715]","We All Shine",0.768,0.511,7,-7.865,0.11,0,0.195,0.638,119.999,265000,4,"['Hip-hop', 'Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,6988715,6988715
"Mixed Personalities (feat. Kanye West)",74,"['YNW Melly', 'Kanye West']","['melodic rap', 'trap']","[80]",TRUE,"[6988715]","We All Shine",0.661,0.44,2,-9.104,0.457,0,0.128,0.352,149.937,230400,4,"['Hip-hop', 'Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,6988715,6988715
"Why You Gotta Walk Like That???",44,"['YNW Melly']","['melodic rap', 'trap']","[80]",TRUE,"[6988715]","We All Shine",0.634,0.482,1,-9.801,0.256,0,0.109,0.389,77.473,136275,4,"['Hip-hop', 'Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,6988715,6988715
"F*ck PNC Bank",42,"['YNW Melly']","['melodic rap', 'trap']","[80]",TRUE,"[6988715]","We All Shine",0.828,0.456,1,-10.709,0.0826,0,0.127,0.282,83.969,217169,4,"['Hip-hop', 'Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,6988715,6988715
"Ingredients (feat. Fredo Bang)",51,"['YNW Melly', 'Fredo Bang']","['melodic rap', 'trap']","[80]",TRUE,"[6988715]","We All Shine",0.568,0.724,0,-4.651,0.118,0,0.117,0.59,170.062,254139,4,"['Hip-hop', 'Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,6988715,6988715
"Curtain (Burtains)",42,"['YNW Melly']","['melodic rap', 'trap']","[80]",TRUE,"[6988715]","We All Shine",0.784,0.552,1,-8.184,0.286,0,0.272,0.618,155.972,192318,4,"['Hip-hop', 'Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,6988715,6988715
"Control Me",43,"['YNW Melly']","['melodic rap', 'trap']","[80]",TRUE,"[6988715]","We All Shine",0.799,0.481,0,-10.335,0.0752,0,0.104,0.391,97.001,165175,4,"['Hip-hop', 'Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,6988715,6988715
"Alarm",41,"['YNW Melly']","['melodic rap', 'trap']","[80]",TRUE,"[6988715]","We All Shine",0.84,0.47,10,-9.825,0.385,0,0.103,0.647,126.057,224171,4,"['Hip-hop', 'Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,6988715,6988715
"Butter Pecan - Bonus Track",61,"['YNW Melly']","['melodic rap', 'trap']","[80]",TRUE,"[6988715]","We All Shine",0.808,0.524,5,-9.008,0.157,0,0.136,0.423,129.978,222592,4,"['Hip-hop', 'Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,6988715,6988715
"Introduction",46,"['XXXTENTACION']","['emo rap', 'miami hip hop']","[91]",FALSE,"[33466773]","SKINS",0.475,0.00543,7,-20.584,0.841,9.63e-05,0.113,0.568,135.578,31200,5,"['Hip-hop', 'Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,33466773,33466773
"Guardian angel",66,"['XXXTENTACION']","['emo rap', 'miami hip hop']","[91]",TRUE,"[33466773]","SKINS",0.712,0.374,0,-10.215,0.795,0,0.187,0.779,133.952,108035,4,"['Hip-hop', 'Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,33466773,33466773
"Train food",58,"['XXXTENTACION']","['emo rap', 'miami hip hop']","[91]",TRUE,"[33466773]","SKINS",0.492,0.712,9,-7.278,0.564,9.1e-05,0.357,0.23,137.453,164083,3,"['Hip-hop', 'Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,33466773,33466773
"whoa (mind in awe)",74,"['XXXTENTACION']","['emo rap', 'miami hip hop']","[91]",FALSE,"[33466773]","SKINS",0.735,0.525,6,-2.939,0.653,0.918,0.101,0.369,160.147,157777,4,"['Hip-hop', 'Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,33466773,33466773
"BAD!",73,"['XXXTENTACION']","['emo rap', 'miami hip hop']","[91]",FALSE,"[33466773]","SKINS",0.78,0.492,5,-3.4,0.0643,0.0313,0.174,0.374,143.983,94246,4,"['Hip-hop', 'Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,33466773,33466773
"STARING AT THE SKY",59,"['XXXTENTACION']","['emo rap', 'miami hip hop']","[91]",FALSE,"[33466773]","SKINS",0.557,0.338,5,-9.892,0.134,0.00184,0.14,0.689,140.935,85124,4,"['Hip-hop', 'Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,33466773,33466773
"One Minute (feat. Kanye West & Travis Barker)",60,"['XXXTENTACION', 'Kanye West', 'Travis Barker']","['emo rap', 'miami hip hop']","[91]",TRUE,"[33466773]","SKINS",0.568,0.636,11,-4.265,0.00671,0,0.105,0.879,113.497,197759,5,"['Hip-hop', 'Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,33466773,33466773
"difference (interlude)",64,"['XXXTENTACION']","['emo rap', 'miami hip hop']","[91]",FALSE,"[33466773]","SKINS",0.593,0.0668,11,-15.268,0.949,1.31e-05,0.194,0.19,102.456,76974,4,"['Hip-hop', 'Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,33466773,33466773
"I don’t let go",65,"['XXXTENTACION']","['emo rap', 'miami hip hop']","[91]",TRUE,"[33466773]","SKINS",0.797,0.293,5,-7.479,0.591,0.0724,0.148,0.478,80.035,121630,4,"['Hip-hop', 'Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,33466773,33466773
"what are you so afraid of",67,"['XXXTENTACION']","['emo rap', 'miami hip hop']","[91]",FALSE,"[33466773]","SKINS",0.639,0.312,0,-9.902,0.774,0.469,0.0857,0.347,103.369,150769,4,"['Hip-hop', 'Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,33466773,33466773
"Intro (feat. 1takejay)",20,"['Mustard', '1takejay']","['cali rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']","[78]",FALSE,"[924102]","Perfect Ten",0.926,0.497,10,-8.609,0.0789,0,0.126,0.257,102.058,112956,4,"['Hip-hop', 'Hip-hop', 'Hip-hop', 'Hip-hop', 'Hip-hop', 'Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,924102,924102
"Pure Water (with Migos)",52,"['Mustard', 'Migos']","['cali rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']","[78]",FALSE,"[924102]","Perfect Ten",0.684,0.554,0,-5.505,0.189,0,0.343,0.135,201.965,192471,4,"['Hip-hop', 'Hip-hop', 'Hip-hop', 'Hip-hop', 'Hip-hop', 'Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,924102,924102
"On GOD (with YG & Tyga feat. A$AP Ferg & A$AP Rocky)",30,"['Mustard', 'YG', 'Tyga', 'A$AP Ferg', 'A$AP Rocky']","['cali rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']","[78]",FALSE,"[924102]","Perfect Ten",0.861,0.673,1,-5.366,0.193,0,0.0729,0.34,103.981,264281,4,"['Hip-hop', 'Hip-hop', 'Hip-hop', 'Hip-hop', 'Hip-hop', 'Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,924102,924102
"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",38,"['Mustard', 'NAV', 'Playboi Carti', 'A Boogie Wit da Hoodie']","['cali rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']","[78]",FALSE,"[924102]","Perfect Ten",0.892,0.517,2,-8.223,0.202,0,0.0904,0.282,99.94,174100,4,"['Hip-hop', 'Hip-hop', 'Hip-hop', 'Hip-hop', 'Hip-hop', 'Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,924102,924102
"Interstate 10 (feat. Future)",22,"['Mustard', 'Future']","['cali rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']","[78]",FALSE,"[924102]","Perfect Ten",0.881,0.486,2,-7.249,0.143,0,0.1,0.0644,102.002,197668,4,"['Hip-hop', 'Hip-hop', 'Hip-hop', 'Hip-hop', 'Hip-hop', 'Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,924102,924102
"100 Bands (feat. Quavo, YG & Meek Mill)",19,"['Mustard', 'Quavo', 'YG', 'Meek Mill']","['cali rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']","[78]",FALSE,"[924102]","Perfect Ten",0.863,0.465,1,-6.691,0.00883,0,0.0952,0.102,93.007,135547,4,"['Hip-hop', 'Hip-hop', 'Hip-hop', 'Hip-hop', 'Hip-hop', 'Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,924102,924102
"Woah Woah (feat. Young Thug & Gunna)",22,"['Mustard', 'Young Thug', 'Gunna']","['cali rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']","[78]",FALSE,"[924102]","Perfect Ten",0.533,0.482,1,-7.317,0.342,0,0.122,0.175,91.98,231943,4,"['Hip-hop', 'Hip-hop', 'Hip-hop', 'Hip-hop', 'Hip-hop', 'Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,924102,924102
"Surface",21,"['Mustard', 'Ty Dolla $ign', 'Ella Mai']","['cali rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']","[78]",FALSE,"[924102]","Perfect Ten",0.608,0.494,5,-7.559,0.127,0,0.235,0.51,89.771,194195,4,"['Hip-hop', 'Hip-hop', 'Hip-hop', 'Hip-hop', 'Hip-hop', 'Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,924102,924102
"Ballin' (with Roddy Ricch)",51,"['Mustard', 'Roddy Ricch']","['cali rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']","[78]",FALSE,"[924102]","Perfect Ten",0.81,0.516,7,-6.767,0.401,0,0.151,0.244,96.971,180435,4,"['Hip-hop', 'Hip-hop', 'Hip-hop', 'Hip-hop', 'Hip-hop', 'Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,924102,924102
"Perfect Ten (feat. Nipsey Hussle)",26,"['Mustard', 'Nipsey Hussle']","['cali rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']","[78]",FALSE,"[924102]","Perfect Ten",0.461,0.426,5,-9.342,0.802,0.000258,0.12,0.233,99.709,252021,4,"['Hip-hop', 'Hip-hop', 'Hip-hop', 'Hip-hop', 'Hip-hop', 'Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,924102,924102
"Intro",51,"['J. Cole']","['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']","[90]",FALSE,"[15414928]","KOD",0.513,0.28,8,-16.708,0.811,7.48e-05,0.087,0.545,111.456,107161,3,"['Hip-hop', 'Hip-hop', 'Hip-hop', 'Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,15414928,15414928
"KOD",72,"['J. Cole']","['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']","[90]",TRUE,"[15414928]","KOD",0.823,0.783,0,-6.274,0.21,0,0.113,0.199,141.882,191437,4,"['Hip-hop', 'Hip-hop', 'Hip-hop', 'Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,15414928,15414928
"Photograph",64,"['J. Cole']","['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']","[90]",TRUE,"[15414928]","KOD",0.691,0.487,1,-6.416,0.0299,0,0.0868,0.358,104.98,218954,3,"['Hip-hop', 'Hip-hop', 'Hip-hop', 'Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,15414928,15414928
"The Cut Off (feat. kiLL edward)",59,"['J. Cole', 'kiLL edward']","['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']","[90]",TRUE,"[15414928]","KOD",0.734,0.543,1,-7.979,0.186,0,0.372,0.336,78.168,237295,4,"['Hip-hop', 'Hip-hop', 'Hip-hop', 'Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,15414928,15414928
"ATM",67,"['J. Cole']","['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']","[90]",TRUE,"[15414928]","KOD",0.772,0.498,8,-7.661,0.115,0,0.0898,0.351,81.817,216727,4,"['Hip-hop', 'Hip-hop', 'Hip-hop', 'Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,15414928,15414928
"Motiv8",66,"['J. Cole']","['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']","[90]",TRUE,"[15414928]","KOD",0.869,0.385,4,-7.801,0.135,0,0.0931,0.596,149.897,133922,4,"['Hip-hop', 'Hip-hop', 'Hip-hop', 'Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,15414928,15414928
"Kevin’s Heart",74,"['J. Cole']","['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']","[90]",TRUE,"[15414928]","KOD",0.829,0.527,6,-6.644,0.482,0,0.631,0.475,116.079,200310,4,"['Hip-hop', 'Hip-hop', 'Hip-hop', 'Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,15414928,15414928
"BRACKETS",62,"['J. Cole']","['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']","[90]",TRUE,"[15414928]","KOD",0.678,0.567,10,-9.148,0.188,1.67e-06,0.164,0.658,84.039,315771,4,"['Hip-hop', 'Hip-hop', 'Hip-hop', 'Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,15414928,15414928
"Once an Addict - Interlude",57,"['J. Cole']","['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']","[90]",TRUE,"[15414928]","KOD",0.623,0.473,8,-8.336,0.626,0,0.119,0.138,84.066,197822,4,"['Hip-hop', 'Hip-hop', 'Hip-hop', 'Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,15414928,15414928
"FRIENDS (feat. kiLL edward)",59,"['J. Cole', 'kiLL edward']","['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']","[90]",TRUE,"[15414928]","KOD",0.715,0.652,6,-7.909,0.101,0,0.11,0.498,109.28,257646,5,"['Hip-hop', 'Hip-hop', 'Hip-hop', 'Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,15414928,15414928
"Window Pain - Outro",59,"['J. Cole']","['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']","[90]",TRUE,"[15414928]","KOD",0.719,0.626,8,-9.351,0.0607,0,0.0728,0.179,75.032,286730,4,"['Hip-hop', 'Hip-hop', 'Hip-hop', 'Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,15414928,15414928
"1985 - Intro to “The Fall Off”",67,"['J. Cole']","['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']","[90]",TRUE,"[15414928]","KOD",0.679,0.648,2,-5.892,0.145,0,0.182,0.635,94.378,190177,4,"['Hip-hop', 'Hip-hop', 'Hip-hop', 'Hip-hop']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,15414928,15414928
"Cry Pretty",55,"['Carrie Underwood']","['contemporary country', 'country', 'country dawn', 'country road', 'oklahoma country', 'post-teen pop']","[77]",FALSE,"[4931442]","Cry Pretty",0.374,0.742,6,-3.36,0.00517,0,0.11,0.21,139.953,247320,3,"['Country', 'Country', 'Country', 'Country', 'Country', 'Pop']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,77,4931442,4931442
"Ghosts On The Stereo",43,"['Carrie Underwood']","['contemporary country', 'country', 'country dawn', 'country road', 'oklahoma country', 'post-teen pop']","[77]",FALSE,"[4931442]","Cry Pretty",0.486,0.825,4,-3.807,0.00714,0,0.399,0.404,134.114,253600,4,"['Country', 'Country', 'Country', 'Country', 'Country', 'Pop']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,77,4931442,4931442
"Low",41,"['Carrie Underwood']","['contemporary country', 'country', 'country dawn', 'country road', 'oklahoma country', 'post-teen pop']","[77]",FALSE,"[4931442]","Cry Pretty",0.347,0.661,11,-4.427,0.0574,1.14e-06,0.115,0.23,113.539,211307,3,"['Country', 'Country', 'Country', 'Country', 'Country', 'Pop']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,77,4931442,4931442
"Backsliding",47,"['Carrie Underwood']","['contemporary country', 'country', 'country dawn', 'country road', 'oklahoma country', 'post-teen pop']","[77]",FALSE,"[4931442]","Cry Pretty",0.528,0.703,7,-4.273,0.0376,0,0.0953,0.127,129.001,277800,4,"['Country', 'Country', 'Country', 'Country', 'Country', 'Pop']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,77,4931442,4931442
"Southbound",62,"['Carrie Underwood']","['contemporary country', 'country', 'country dawn', 'country road', 'oklahoma country', 'post-teen pop']","[77]",FALSE,"[4931442]","Cry Pretty",0.614,0.884,0,-4.019,0.00122,0,0.077,0.721,100.531,202853,4,"['Country', 'Country', 'Country', 'Country', 'Country', 'Pop']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,77,4931442,4931442
"That Song That We Used To Make Love To",47,"['Carrie Underwood']","['contemporary country', 'country', 'country dawn', 'country road', 'oklahoma country', 'post-teen pop']","[77]",FALSE,"[4931442]","Cry Pretty",0.594,0.768,3,-4.817,0.088,0,0.0997,0.357,127.888,215653,4,"['Country', 'Country', 'Country', 'Country', 'Country', 'Pop']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,77,4931442,4931442
"Drinking Alone",58,"['Carrie Underwood']","['contemporary country', 'country', 'country dawn', 'country road', 'oklahoma country', 'post-teen pop']","[77]",FALSE,"[4931442]","Cry Pretty",0.691,0.732,5,-3.715,0.0326,0,0.0608,0.477,97.949,258293,3,"['Country', 'Country', 'Country', 'Country', 'Country', 'Pop']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,77,4931442,4931442
"The Bullet",42,"['Carrie Underwood']","['contemporary country', 'country', 'country dawn', 'country road', 'oklahoma country', 'post-teen pop']","[77]",FALSE,"[4931442]","Cry Pretty",0.427,0.678,1,-4.006,0.145,1.74e-05,0.111,0.158,137.791,250533,4,"['Country', 'Country', 'Country', 'Country', 'Country', 'Pop']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,77,4931442,4931442
